ACC BLCA BRCA CESC CHOL COAD ESCA GBM HNSC KICH KIRC KIRP LGG LIHC LUAD LUSC MESO OV PAAD PCPG PRAD READ SARC SKCM STAD TGCT THCA UCEC UCS UVM
I.BET.762 1 0.102188030285871 0.00397699290928285 1 1 0.0183642502223345 0.172863287757807 1 1 1 0.00096311032382293 1 1 0.903071729125459 0.0281341540384682 0.0153806096671178 0.624153887175625 1 1 0.863478486983735 1 1 4.94082677894474e-13 6.26631290865093e-55 0.00248159867155501 1.58451150491662e-26 8.69424235928905e-07 1 0.0642781935433018 1
ICL1100013 1 0.000171325165437477 1 1.50945819868935e-34 1 1 1.16090400197219e-07 1 1.57923408204168e-76 1 1 1 1 1 1 3.22212295357705e-35 1 1 1 1 1 1 0.0194226011178323 4.78353988352869e-13 1 1 1 1 1 1
Idelalisib 1 0.486757319351957 0.657909928608603 1 1 1 1 1 0.000375849732932155 1 0.124811016790985 0.00573193500479986 1 1 9.2883695762645e-09 0.833151732914157 0.207903048470449 4.91594826774097e-09 1 1 1 1 5.62669289241667e-15 1.05635444204828e-08 0.0107432584609334 1.20205086853144e-40 0.752442859939243 0.158743383549649 1 1
Imatinib 0.000133575625349873 2.17201976652533e-13 9.91691173553955e-18 4.38303525730053e-08 1 1 1 1 0.1191706760207 1 1 1 1 1 1 5.34382839511309e-10 1 0.226220474143605 1 1 1 1 1 1.16531050785062e-24 1 0.00174248090520296 1 0.00137434256563011 0.00707431860351838 1
IOX2 1 0.00696719456162081 1.06162783068364e-15 0.687217237536581 1 1 0.863921991597068 0.452624424523901 1.79366108706126e-23 1 0.0308341601588967 1 9.9150183778908e-06 1 1 1.60262076671082e-46 0.624153887175625 1 1 1 1 1 1.27891849175544e-10 8.01560404431339e-22 4.231440256089e-05 7.88832368960686e-15 4.44385223945109e-06 1 1 1
IPA.3 1 0.726560335192625 0.00145826456837244 1.35859742480663e-09 1 1 0.306647563000153 1 0.00353770642454112 1 1.06793928112743e-06 1 1 0.00022803659940459 4.06404383789398e-05 7.09541484886954e-08 1 0.107642264353925 1 1 1 1 0.0831129274770424 1.54107145621056e-31 1 1.72506133547054e-106 1 0.222123510819405 1.93808890005098e-05 1
Ispinesib.Mesylate 1 0.486757319351957 3.49523818754899e-08 8.811707259323e-12 1 1 0.0582134606872374 0.0133395624755952 0.00119828864646972 1 1 1 0.917430434737203 1 3.20123545058905e-06 1.46444352097585e-26 1 3.27699103467418e-06 1 1 1 1 1 0.000900581307790611 1 1.11053814720601e-59 1 1.65652391996886e-07 1.54561651672101e-24 1
JNK.Inhibitor.VIII 1 0.00696719456162081 1 4.47317981685233e-58 1 1 4.16449007240488e-07 1 3.28462997443064e-180 1 1 1 1 1 1 6.39028794737959e-13 1 1 1 1 1 1 1 1 1 1 1 1 1 1
JNK.9L 1 0.0101907096576828 0.00397699290928285 1.01763643091427e-16 1 1 1 1 5.82446964989671e-50 1 1 1 1 1 1 1.48887082366426e-24 1 1 1 1 1 1 1 1.13001308495098e-06 1 5.11038518756579e-53 1 1 1 1
JQ1 1 0.0193092577136147 8.92535817490569e-07 0.687217237536581 1 1 1 1 2.93197910031871e-15 1 0.918490019983825 1 1 1 0.000152039289054112 9.15854319635759e-12 0.624153887175625 1 1 1 1 1 6.62595187887517e-06 3.94497475317399e-26 1 1.95754057511832e-62 8.69424235928905e-07 1 1 1
JQ12 1 0.353018933643968 9.55744343065834e-13 1.89430523575309e-19 1 1 0.49433772586804 1 1.17202494700542e-10 1 1 1 1 1.18387798326165e-08 1 5.58585213096553e-22 1 1 1 1 1 1 1 1.16531050785062e-24 1 3.8014510928703e-83 1 1 1 1
JW.7.24.1 1 0.162015300255546 0.375825155560404 0.0148160273726528 1 1 1 0.575456031253298 0.604850622536863 1 0.261134131082213 1 1 0.00712049794991614 0.00114661521958342 0.0448319952297999 0.080319816351195 9.91306430435896e-12 1 1 1 1 6.30277300818034e-07 0.3291268284114 1 1.85532022422594e-75 8.69424235928905e-07 0.00137434256563011 1.93808890005098e-05 1
JW.7.52.1 0.0603156578239249 1 0.0647006092868454 1.00364962451681e-05 1 1 0.60669316702426 1 0.00951880256348695 1 1.06793928112743e-06 1 1 0.0871099774797335 0.00114661521958342 0.46061207418464 1.64160880820687e-10 6.93829424962343e-27 1 1 1 1 1 1.9508600797541e-78 1 1 1 6.83157479719255e-06 0.00707431860351838 1
KIN001.236 1 1 0.000385063221647167 0.3464401070874 1 1 1 0.00210485127650294 0.0220969518680762 1 0.00141282055454185 1 0.118276357856283 0.000907408499584217 0.0374962639908125 2.45185966859847e-06 0.624153887175625 0.00305850211389887 1 1 1 1 2.06952653307691e-07 3.71390595945716e-33 0.0208807741807118 4.28169651308468e-68 8.69424235928905e-07 0.481792113074837 1 1
KIN001.244 0.598057708403256 0.0139678884144103 0.00085665479479102 0.00306158678368067 1 1 1 0.452624424523901 0.000375849732932155 1 0.00389786562233462 0.27215932474731 2.16792020239748e-06 0.0280339511344157 1 0.141257876469594 5.29498329556806e-06 0.0103646186889445 1 1 1 1 0.000698371356331211 2.8147316619034e-66 1 4.67902862353444e-110 1 0.222123510819405 1 2.01736464152415e-10
KIN001.260 1 0.353018933643968 0.00397699290928285 0.0305800487966977 1 1 1 0.707978692604348 0.000375849732932155 1 1 1 9.9150183778908e-06 0.00022803659940459 0.000367895465644806 0.000202561367576835 3.98419239859252e-08 0.0595343916963719 1 1 1 1 2.97613468871277e-26 3.74797126026988e-64 1 1.54687959195881e-89 1 0.481792113074837 1 1
KIN001.266 1 0.162015300255546 7.20306128811642e-15 1.28827196544303e-24 1 1 1 6.05112245193131e-07 1 1 1 0.27215932474731 5.85874878153988e-38 0.00022803659940459 1 0.000672860315145899 1 0.0103646186889445 1 1 1 1 1 9.65742352842603e-31 1 1.20579179505601e-55 1 0.385757586550673 1 1
KIN001.270 1 0.293874539086203 0.000114880098975 0.00436449620925192 1 1 0.389870219068331 1 3.53074042146413e-06 1 0.00141282055454185 1 1 2.36916048015876e-12 1 0.0110095417582338 1 1 1 1 1 1 0.383667927627521 9.65742352842603e-31 1 4.95262405706435e-80 1 0.385757586550673 0.00707431860351838 1
KU.55933 1 0.0193092577136147 4.90441718039762e-12 3.04921258466523e-60 1 1 0.306647563000153 1 1.8574214640545e-71 1 1 1 1 1 4.06404383789398e-05 6.25154821870584e-19 1 1 1 1 1 1 0.0194226011178323 0.0858975017966248 1 1.46236894887013e-24 1 1 1 1
Lapatinib 1 6.34332828143994e-54 1.80665733263093e-17 4.29984958849358e-31 1 1 0.000944973304755103 1 3.54788473910382e-98 1 1 1 1 1 1 3.97517964797635e-20 1 1 1 1 1 1 1 1 1 1 1 1 1 1
Lenalidomide 1 0.0193092577136147 1 9.22672600255747e-52 1 1 0.000944973304755103 1 2.9445749646892e-89 1 1 1 1 1 1 1.48887082366426e-24 1 1 1 1 1 1 1 0.221617576408802 1 1.50605094675834e-28 1 1 1 1
Lestaurtinib 1 0.00228198724044337 1 1 1 1 1 1 1 1 0.00196363285103065 1 1 1.06789532705313e-33 1 1 9.54509137537332e-05 1 1 1 1 1 3.97483219423224e-87 1.35193853163878e-111 1 0.0549400503593898 1 1 1 1
LFM.A13 1 0.102188030285871 2.69681766899682e-13 4.02331895967315e-10 0.00177399533543392 1 1 1 0.533946039603688 1 7.66958870349948e-55 0.217185306524692 1 4.88906546158424e-86 1 0.527519693939141 0.0407100627099086 1 1 1 1 1 0.245666044815685 0.000900581307790611 1 1 1 1 0.0642781935433018 1
Linifanib 1 0.643187659331714 1 1.41873378822063e-08 1 1 1 1.02273356920624e-17 3.53074042146413e-06 1 1.06793928112743e-06 1 1.93188190286021e-07 1 1 0.245670278044477 0.0113214450770552 1 1 1 1 1 3.78776676479364e-61 3.18128924484107e-23 1 9.24924235920371e-08 1 1 1 1
Linsitinib 1 1 1 1 1 3.45564730066751e-17 0.0149727587975945 0.0596977111784764 4.16969477414827e-07 1 1 1 0.0473481964496919 1.02022537396638e-23 0.00114661521958342 1 1 1 1 1 1 2.66442792916936e-12 0.383667927627521 5.76879631725339e-16 2.10201501593273e-16 6.46440230443656e-48 1 1 3.39504566881882e-06 1
Luminespib 1 0.0352018578390209 4.55033419361306e-14 2.15246494749529e-25 1 1 1.16090400197219e-07 1 1.84633036278505e-70 1 1 1 1 0.000907408499584217 1 6.12760154419273e-14 0.207903048470449 1 1 1 1 1 0.0134970861814487 2.19186431234399e-10 1 0.184298673819618 1 0.601690745283257 1 1
Masitinib 0.0167528261062779 0.0482918499946641 1.44568404997486e-16 1 1 1 1 1.02273356920624e-17 1 1 7.26590973942033e-09 0.0187792950198981 2.21704533426163e-14 0.46537421699898 0.00114661521958342 1.96165954725816e-05 0.00124349989275412 1 1 1 1 1 3.20947083846143e-22 0.000117692097052062 1 5.71439064265608e-77 0.0922216399148766 1 1 1
Methotrexate 1 0.0193092577136147 7.20306128811642e-15 5.63043494986752e-27 1 1 1 1 7.25412476406342e-37 1 0.000652619740127683 1 9.9150183778908e-06 0.00022803659940459 0.00648197182245031 1.84272187550248e-14 1 1 1 1 1 1 0.885575668804758 0.00130695714961176 0.0208807741807118 1.92792452024923e-45 1 1 1 1
MG.132 1 5.97129298176716e-05 1.80665733263093e-17 1 1 1 1 1.82081860346794e-11 1 1 1 1 0.000153454806828767 1 1 1.96165954725816e-05 0.00393339446046113 1 1 0.0836411867459334 1 1 1.58734657169172e-156 6.8483408750442e-160 1 1 1 1 1 0.121030370424144
Midostaurin 1 0.486757319351957 1.80665733263093e-17 0.0593329704527328 1 1 4.62093144785406e-10 1 1.15985009815549e-07 1 7.72856698897771e-06 1 1 1 0.000367895465644806 5.04687947832522e-101 2.33703732460485e-05 0.893373295496982 1 1 1 1 1.85262542736349e-06 0.000900581307790611 1 0.568088054109521 1 0.481792113074837 1.26923364164234e-09 1
Mitomycin.C 1 0.293874539086203 4.90441718039762e-12 4.34376742448453e-81 1 0.58275065161259 0.0375852785377065 1 4.38032713194085e-12 1 1 1 1 0.808043071270909 0.00243272853333021 7.85403442242428e-63 1 0.0103646186889445 1 1 1 1 1 1 1 0.0902730144775148 1 0.004199493956855 1 1
MK.2206 1 1 1.92581683355368e-149 1 1 1 1 1 1 1 1 1 1 2.49885621734826e-72 3.20123545058905e-06 1 1 0.181816740197351 1 1 1 1 1 1 1 1 1 0.000291576279633067 1 1
Motesanib 1 0.00696719456162081 1.44568404997486e-16 1 1 1 0.00290836072116084 1 2.04758386178467e-38 1 1 1 1 1 6.16832147059255e-07 5.74162757385926e-80 1 1 1 1 1 1 2.97613468871277e-26 0.00130695714961176 1 0.568088054109521 1 1 5.4020370878013e-07 1
MPS.1.IN.1 1 0.000678481840872221 1 0.107539015345264 1 0.00804440188339467 1 4.45497444223736e-10 0.147408658634332 1 1 1 5.92352486188279e-72 0.00022803659940459 4.06404383789398e-05 1 1 1 1 1 1 1 0.042164492395462 5.97034410806999e-12 5.7263888709525e-12 1.85532022422594e-75 1 1 1 1
Navitoclax 1 1 1 1 1 1 1 1.92730648371689e-19 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
NG.25 7.32091114988946e-09 0.0139678884144103 7.20306128811642e-15 1 1 1 1 0.0133395624755952 2.18102509707131e-06 1 0.000463638061563501 0.336670901873338 0.468434232007098 0.0678486875556899 0.210785857197145 0.000672860315145899 0.624153887175625 0.0595343916963719 1 1 1 1 1.19651733228827e-15 4.30201201643368e-49 1 1.20579179505601e-55 1 0.481792113074837 1 1
Nilotinib 3.31218896609576e-16 0.0101907096576828 1 4.38303525730053e-08 1 1 1 0.452624424523901 0.177170400043151 1 2.15921073233236e-17 0.0390297744289285 1 9.1464790718351e-10 1 0.000672860315145899 0.0407100627099086 1 1 1 1 1 1.76197465804886e-92 4.86008793691563e-07 1 1 1 1 0.208447673544305 1
NPK76.II.72.1 1 0.244811360583826 3.67002890024714e-09 1 1 1 1 0.851759534628244 0.0378305328229167 1 1 1 4.67574547936365e-65 1 0.000367895465644806 3.08803032554053e-05 1 0.592696777119243 1 1 1 1 0.470425833268234 0.00457721446009275 1 1.00587053092903e-84 1 0.0789357690231947 0.000464150762896257 1
NSC.207895 1 0.486757319351957 9.55744343065834e-13 0.788478222046226 1 1 1 0.452624424523901 2.93010821659059e-05 1 1 1 4.08315556275713e-05 0.0678486875556899 3.20123545058905e-06 0.057478042696765 1 0.0227541930175328 1 1 1 1 0.0194226011178323 5.85576670874665e-163 1 7.30617197525192e-112 1 0.0514537792457663 1.42415855418312e-10 0.600711374660518
NSC.87877 1 0.0266713866350916 2.69681766899682e-13 0.501778313394486 1 1 1 1 0.000161729513074213 1 1 1 1 1.76097995504498e-30 1 2.45280308818667e-10 1 1 1 1 1 1 1 4.70044206814069e-83 1 1.11053814720601e-59 1 1 0.208447673544305 0.295628810909397
NU7441 0.291276571237512 0.0139678884144103 4.90441718039762e-12 0.284367358634444 1 1 1 1 0.604850622536863 1 0.608967028480985 1 1 2.71507456143898e-179 1 1 0.0407100627099086 1 1 1 1 1 7.62462351446953e-40 0.00208956557026183 1 0.184298673819618 1 1 1 0.0180715914332431
Nutlin.3a.... 1 1 1 1 1 1 1 1 1 1 1.89145685291345e-31 1 1 1 1 1 1 1 1 1 1 1 7.21045946827592e-46 1.41720650819824e-215 0.000496828409135572 0.00378996860242212 1 1 0.0228611022719651 0.00201370309049938
NVP.BHG712 1 0.00509037190626407 1 1 1 1 1 0.0368932919727909 2.18102509707131e-06 1 0.00389786562233462 0.0187792950198981 2.16792020239748e-06 0.00712049794991614 1 8.59360343630573e-07 1 1 1 1 1 1 2.97613468871277e-26 8.46540570868814e-230 1 2.50867421804794e-38 1 1 1 3.6705001473121e-05
NVP.TAE684 1 5.97129298176716e-05 1 1 1 3.11435986325341e-77 0.000196703005877339 1 1 1 0.000202265372916297 1 1 2.6216300465028e-22 3.20123545058905e-06 1 1 1 0.000312305790666837 1 1 2.00929225542185e-43 0.00830908197611713 1 1.3430233957707e-34 4.61816741358587e-11 1 1 1 1
Obatoclax.Mesylate 1 0.000979799060353581 1 8.8182581124346e-28 1 1 0.00290836072116084 1 3.29127266284039e-22 1 1 1 1 1.84538417703609e-13 3.20123545058905e-06 2.00331579428349e-12 1 1 1 1 1 1 1 2.85790729096316e-46 1 9.24924235920371e-08 1 1 1 1
Olaparib 1 0.0101907096576828 2.06316749538771e-18 0.687217237536581 1 1 0.00569543143706964 1 1.64162911448352e-05 1 1 1 1 1 4.06404383789398e-05 1.06314202296833e-151 1 1 1 1 1 1 0.191251245355681 0.037618286104156 1 1.70790077419518e-78 1 1 1.93808890005098e-05 1
Omipalisib 1 0.0482918499946641 1.35656455284541e-09 0.591689439437503 1 1 1 3.88177921118028e-08 0.147408658634332 1 1.06793928112743e-06 0.492389059708007 0.144842479693262 1 2.13002588843468e-13 0.0110095417582338 1 0.0804548377785088 0.222678440168948 1 1 1 0.771553720675495 0.807995735054723 0.048941277102817 2.51881947424595e-54 0.208140008567197 0.000291576279633067 0.208447673544305 1
OSI.027 0.598057708403256 0.486757319351957 0.0267700617541783 6.01011168591947e-13 1 1 1 0.000238485080969375 0.0124166334735821 1 1 1 6.25737830497973e-07 0.00137083140972795 0.0219047935368601 5.40769701966079e-05 1 1 1 1 1 1 2.0117038036033e-08 2.13449720877643e-09 1 2.5318627382998e-58 1 0.158743383549649 0.00192428426697923 1
OSI.930 1 0.0614091420245157 0.00306347239623641 0.284367358634444 1 1 1 1 0.0378305328229167 1 1 1 1 1 1 0.46061207418464 1 0.893373295496982 1 1 1 1 0.0286977935101373 4.69010706586787e-62 1 1.70790077419518e-78 1 6.28767246949114e-12 0.0228611022719651 1
OSU.03012 1 0.353018933643968 1 8.811707259323e-12 1 1 1 1 0.000565387642710725 1 1 1 1 0 1 0.673550184935296 1 1 1 1 1 1 1 1 1 0.000168590502331933 1 1 1 1
PAC.1 1 0.0139678884144103 0.417388297395604 0.3464401070874 1 1 1 1 0.000852339611541208 1 1.12871831921537e-13 0.411198739520439 1 1.18387798326165e-08 0.00899492403781904 0.0267697264017555 1 1 1 1 1 1 0.042164492395462 1.30652166448493e-13 0.908395203132972 2.5318627382998e-58 8.69424235928905e-07 0.222123510819405 1 1
Paclitaxel 1 1.93196868181269e-17 1 1.9649492618224e-35 1 1 4.55855396441198e-23 1 1.65326192081569e-129 1 1 1 1 1 1 1.84272187550248e-14 1 1 1 1 1 1 1 1 1 1 1 1 1 1
Palbociclib 1 4.68587884999837e-18 1 6.87545728436652e-05 1 1 7.94564779486725e-09 1 6.22814209664504e-59 1 1 1 1 1 6.16832147059255e-07 1.02618918140293e-66 0.451042015439041 1 1 1 1 1 0.00199717356368648 0.019642060968433 1 1 1 1 1 1
Parthenolide 1 0.816750441743856 1.44568404997486e-16 0.0103226890585751 1 1 1 0.452624424523901 1 1 5.02584395618237e-06 0.0187792950198981 1 1 1 1 6.81001051311835e-09 2.90556049671197e-22 1 1 1 1 2.60203194718727e-109 1.40533526466386e-16 1 0.184298673819618 1 1.25432089229336e-12 1.4941667474505e-48 1
Pazopanib 1 1 1 1 1 1 1 1 1 1 0.100490351196089 1 1 0 1 1 1 1 1 1 1 1 4.98340262329841e-17 1 1 5.00499733068828e-06 1 1 1 1
PD0325901 1 1 1 1 1 2.45640253765656e-06 1 1 1 1 1 1 1 1 1 1 1 1 0.48421459794742 1 1 5.97683519320846e-05 1 0 4.65145402480027e-06 1 1 1 1 3.02224413200746e-55
PD173074 1 1 1.30634713497368e-19 1 1 1 1 1 1 1 0.00096311032382293 1 1 8.12487841972361e-317 1 0.057478042696765 1 1 1 1 1 1 1 1 4.231440256089e-05 1.00700504499379e-51 1 1 0.208447673544305 1
Pelitinib 1 1 1.35656455284541e-09 0.0305800487966977 1 1 0.863921991597068 1 1.09079092436377e-11 1 4.2044446292903e-19 0.0981668515619874 1 1 0.755396762647805 0.0110095417582338 1 0.00305850211389887 0.726681053669946 1 1.24918847909842e-06 1 0.147369534955769 0.221617576408802 1.36557489976755e-05 1.46236894887013e-24 0.529662118818968 1 1 1
Pevonedistat 1 0.199582975764142 1.16933159116727e-05 2.50770505161562e-36 1 1 1.78863858786368e-20 1 1.53810729780612e-46 1 1 1 1 0.0378264893791292 1 2.35545162588229e-21 1 1 1 1 1 1 0.0286977935101373 0.3291268284114 1 1.39186414406588e-06 1 0.222123510819405 1 1
PF.4708671 1.55904558666483e-10 0.00025716080498156 4.90441718039762e-12 0.107539015345264 1 1 1 1 1 1 0.00141282055454185 1 1 1.35656639888135e-19 4.06404383789398e-05 8.59360343630573e-07 0.00124349989275412 1 1 1 1 1 1.28817108859436e-80 2.12553365234142e-28 1 2.5318627382998e-58 1 1 1 4.55138570608234e-14
PF.562271 1 3.44004805846377e-06 1.30634713497368e-19 4.66369671610743e-75 1 1 4.62093144785406e-10 1 1.80875432146945e-73 1 1 1 1 0.46537421699898 1 5.76818619797598e-11 1 1 1 1 1 1 0.0194226011178323 0.112214524415047 1 1 1 1 1 1
PFI.1 1 0.199582975764142 1.30634713497368e-19 0.501778313394486 1 1 0.389870219068331 1 6.82820240849957e-17 1 0.918490019983825 1 1 0.0100061582385484 1 0.000466245127615837 0.624153887175625 1 1 1 1 1 6.56321040566844e-08 1.9508600797541e-78 1 6.62379228309987e-20 1 1 1 0.0180715914332431
PFI.3 1 0.0808085576066483 1.30634713497368e-19 8.55209569761754e-53 1 1 0.120442313055646 1 2.36015775932881e-90 1 1 1 1 1 1 2.41491853965201e-55 1 1 1 1 1 1 1 0.464999857818802 1 0.706796262652279 1 1 1 1
PHA.665752 1 0.816750441743856 1 1 0.0322250931300643 0.783396736754397 0.0375852785377065 1 2.18102509707131e-06 1 1 1 1 1 3.20123545058905e-06 1 0.451042015439041 1 8.71472505927939e-114 1 1 0.810994525122437 2.51534961789856e-32 1 1.3453153778419e-127 0.0902730144775148 1 1 1 1
PHA.793887 1 0.643187659331714 1.38370396905728e-08 1.04262511264858e-47 1 1 0.389870219068331 1 2.01495077851771e-25 1 1 1 1 1 1 0.527519693939141 1 0.000141488851055957 1 1 1 1 0.042164492395462 0.037618286104156 1 4.67902862353444e-110 1 1.65652391996886e-07 0.00707431860351838 1
Phenformin 1 0.00025716080498156 0.337707863574365 1 1 0.00804440188339467 1 0.851759534628244 0.00495325000757623 1 1 1 1 0.0871099774797335 0.210785857197145 0.527519693939141 1 0.0308101677983792 1 1 1 1 0.042164492395462 1.31962296018899e-70 0.205473485756146 1.20205086853144e-40 1 4.38257708199351e-08 1 0.600711374660518
PI.103 6.65493400160339e-29 0.000678481840872221 0.00145826456837244 1 1 1 1 0.258415462697688 1 1 1 1 0.144842479693262 1 0.000367895465644806 1.96165954725816e-05 1 0.285883695606992 1 0.0135007787674929 1 1 3.4666546184833e-19 2.13449720877643e-09 1 1.20205086853144e-40 0.00828222724721755 1.65652391996886e-07 1.24903856669315e-13 1.55666998463439e-39
Pictilisib 1 0.244811360583826 1.06162783068364e-15 0.0593329704527328 1 1 1.95467537835311e-09 1 2.369232943123e-133 1 1 0.0753595046414339 1 0.0678486875556899 0.0219047935368601 0.000992351225294051 0.0113214450770552 0.00305850211389887 0.726681053669946 1 1 1 0.561394648141915 0.0858975017966248 0.0275746048081505 1 0.0578335887505586 0.222123510819405 1.93808890005098e-05 1
PIK.93 1 0.162015300255546 0.00187459618551153 0.893289993902392 1 1 1 1 0.1191706760207 1 0.184251704904886 1 6.28972847690337e-05 1 0.676883972365376 0.399727947121206 0.451042015439041 0.285883695606992 1 1 1 1 0.885575668804758 1.86127947562487e-20 0.048941277102817 1.9271545699216e-50 0.00150742289518984 0.222123510819405 1 1
Piperlongumine 1 1 1.80665733263093e-17 0.893289993902392 1 1 0.172863287757807 0.0596977111784764 1.19882949085738e-31 1 0.00389786562233462 1 1 1 1 0.752057237319668 0.0407100627099086 1 1 1 1 1 0.000388079751188232 7.55344423489488e-157 1 0.00378996860242212 1 1 5.4020370878013e-07 1
PLX.4720 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7.94852807130338e-05 1 1 1 1 1 1 1 0 1 1 1 1 1 1.62515067527645e-104
Ponatinib 1 0.907213057601225 2.06316749538771e-18 1 1 1 1 1 0.00951880256348695 1 0.150699583365092 0.0187792950198981 1 1.25723053937775e-61 0.00243272853333021 0.0267697264017555 2.32340503920787e-11 1 1 1 1 1 5.3094552613334e-60 0.902621055385051 1 3.46361799011635e-37 1 1 1 1
Pyrimethamine 1 1 1.30634713497368e-19 1 1 1 1 1 1 1 1 1 1 0 4.06404383789398e-05 1.96165954725816e-05 1 0.00305850211389887 1 1 1 1 0.310911060933807 3.3486797977511e-17 1 0.184298673819618 1 1 1.42415855418312e-10 0.0180715914332431
QL.VIII.58 1 0.0808085576066483 1 9.92816019346275e-46 1 1 4.62093144785406e-10 1 1.66784957313638e-146 1 1 1 1 1 1 3.22212295357705e-35 1 1 1 1 1 1 1 1 1 1 1 1 1 1
QL.X.138 1 1 0.0024333069886686 1 1 1 1 5.5696242382864e-30 4.16969477414827e-07 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0.0858975017966248 1 0.0549400503593898 1 1 1 1
QL.XI.92 0.291276571237512 0.0139678884144103 4.90441718039762e-12 1 1 1 1 1.48572964902133e-37 1 1 0.000202265372916297 1 5.56894114343119e-20 1 0.0121591211789203 0.000672860315145899 0.0407100627099086 1 1 1 1 1 8.13034116617084e-42 6.14947581956054e-24 1 7.86631621420345e-64 1 1 1 1
QL.XII.47 0.0603156578239249 0.41432189057384 6.10565745983348e-05 2.03015677963441e-29 1 1 1 0.0133395624755952 0.0772477722409655 1 8.23988784148622e-05 1 6.25737830497973e-07 0.62681920435466 6.16832147059255e-07 0.0153806096671178 1 1 1 1 1 1 3.20947083846143e-22 3.18128924484107e-23 1 1.13293646842958e-46 1 0.861700841274659 0.0642781935433018 0.00634923297133036
QL.XII.61 1 0.0139678884144103 0.00145826456837244 0.0593329704527328 1 1 1 8.0394937422309e-05 0.00951880256348695 1 0.0138222497696232 1 1.15417834716568e-32 1 0.00648197182245031 0.292777113919513 1 1 0.222678440168948 1 1 1 0.0134970861814487 6.14947581956054e-24 0.00169670293554273 1.85532022422594e-75 1 1 1 1
QS11 0.598057708403256 0.41432189057384 1 0.079745749046179 0.0322250931300643 1 0.863921991597068 1 0.000375849732932155 1 1 1 1 2.3028248815763e-81 0.000367895465644806 0.169819800271113 1 2.32184676781085e-05 1 1 1 1 1.7107422429977e-09 1.13001308495098e-06 4.231440256089e-05 9.26911893804561e-33 1 0.601690745283257 0.0642781935433018 0.0180715914332431
Quizartinib 1 0.00509037190626407 6.10565745983348e-05 1 1 1 1 2.50933044311578e-20 1 1 3.05454115227876e-07 1 0.0377759694316967 1 4.06404383789398e-05 8.59360343630573e-07 0.451042015439041 1 1 1 1 1 3.3365222448806e-11 3.55928333245384e-90 1 4.67902862353444e-110 1 0.725400411649777 1 4.07059965975719e-13
Rapamycin 1 0.0808085576066483 0.0267700617541783 1 1 1 1 1 1 1 0.051061682479843 1 1 1 0.0953296320421454 0.113065516844005 1 0.502208380088726 1 1 1.91788635258204e-05 1 0.0286977935101373 0.626656791217476 0.0107432584609334 1 6.8975428483239e-85 1 1 1
Refametinib 1 1 1 0.0226189198092572 1 0.0260223642229227 0.0582134606872374 1 7.25412476406342e-37 1 1 1 1 0.0678486875556899 4.06404383789398e-05 0.057478042696765 1 1 0.00154514893329891 1 1 0.052997481685273 0.10918236398901 4.7879313352061e-125 0.24768202491464 1 1 1 1 1
RO.3306 1 5.15197336249392e-07 1 1.50499339838806e-63 1 1 0.000944973304755103 1 1.32335250330941e-114 1 1 1 1 0.0378264893791292 1 2.98346898253116e-23 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rTRAIL 1 6.6261684784289e-33 1 0.421397921298949 1 2.90414217751424e-53 0.120442313055646 1 0.00951880256348695 1 1 1 1 0.00022803659940459 0.834975775520711 0.0919839325933066 1 0.0103646186889445 1 1 1 5.91673494662787e-16 1 1.63408786000656e-43 0.165324915796627 1 1 0.222123510819405 0.208447673544305 0.121030370424144
Rucaparib 1 0.816750441743856 2.06316749538771e-18 0.079745749046179 1 1 1.78863858786368e-20 0.00471253738719194 7.25412476406342e-37 1 1 1 1 1 1 1.71860531724524e-31 0.451042015439041 1 1 1 1 1 2.47527640196565e-16 0.141673812672166 1 6.02569984342074e-35 1 1 1.26923364164234e-09 1
Ruxolitinib 1 0.486757319351957 0.00085665479479102 1.20606319737476e-06 1 1 1 1 0.533946039603688 1 0.758856132919345 1 0.604390858975479 0.0100061582385484 0.0121591211789203 0.752057237319668 1.11364308918101e-06 1 1 1 1 1 1.15545380733359e-29 2.28863936733454e-08 1 6.46440230443656e-48 1 0.481792113074837 1 1
S.Trityl.L.cysteine 1 0.726560335192625 1 1.03932607120332e-48 1 1 1.2313245823855e-19 1 5.45019414635252e-40 1 1 1 1 1 1 5.52997967048948e-36 1 1 1 1 1 1 1 1 1 1.76287158797908e-39 1 0.0210342619195963 0.0228611022719651 1
Salubrinal 1 0.162015300255546 1.20079542274246e-07 1 1 1 1 1 1 1 1 1 1 1.33014128284357e-51 0.0121591211789203 7.94852807130338e-05 1 0.78901681937033 1 1 1 1 1 1.21297746182735e-35 1 6.4178061078084e-88 2.01830216007904e-05 9.29815033955013e-28 0.000100023676636669 1
Saracatinib 1 0.0101907096576828 1 8.77662486414481e-44 1 1 1.05065130146011e-10 1 2.369232943123e-133 1 1 1 1 1 1 7.86504717281477e-45 1 1 1 1 1 1 1 1 1 1 1 1 1 1
