ACC BLCA BRCA CESC CHOL COAD ESCA GBM HNSC KICH KIRC KIRP LGG LIHC LUAD LUSC MESO OV PAAD PCPG PRAD READ SARC SKCM STAD TGCT THCA UCEC UCS UVM
KIN001.236 0.00181654839134947 0.00025716080498156 2.77500042939482e-06 0.00306158678368067 5.12430269985468e-05 2.01262521868752e-29 0.732247470823069 1 2.18102509707131e-06 1 3.05454115227876e-07 1.37534523245745e-15 1 1 9.9162889328478e-06 1 1 1 4.24325979752805e-55 1 0.0145546746658411 5.24580887562976e-15 0.310911060933807 1 0.355248171138962 1 8.69424235928905e-07 1 1 1
KIN001.244 1 0.0266713866350916 2.35380227558019e-05 1 1 4.00708810783168e-50 8.21455832499165e-19 1 1 1 1 1 1 1 0.676883972365376 1 1 1 7.7448211331959e-40 1 0.289122772990931 1.9822274472522e-31 1 1 2.10616787972029e-35 1 0.00317845063246302 1 1 1
KIN001.260 1 0.0015531368682536 0.0024333069886686 1 1 1 0.00290836072116084 1 1 0.384344128580942 1 1 1 1 1 1 1 1 1.90386207997038e-33 1 1.18000419763334e-238 1 1 1 0.00772465866004913 1 1 1 1 1
KIN001.266 1 0.00025716080498156 3.37935726862495e-39 1 1 2.67397923854031e-13 0.389870219068331 1 1 1 1 1 1 1 1 1 1 1 1.32783057107423e-25 1 1.49738432562016e-23 1.48381063586838e-05 1 1 6.31422017534802e-30 1 1 1 1 1
KIN001.270 1 1 1.06162783068364e-15 0.0305800487966977 0.00177399533543392 1.6342379795695e-11 0.000196703005877339 1 1 6.28675988061285e-07 1 0.00573193500479986 1 1 1.0688641171836e-06 1 1 1 1.21116144193526e-140 1 2.82708119390804e-05 8.22091808213905e-10 1 1 7.42653543472221e-67 1 1 1 1 1
KU.55933 1 1 0.0119387319121266 1 1 1 1 1 1 5.54215711444658e-30 1 0.00573193500479986 0.0219147385396447 1 1 1 1 1 3.62397293827987e-88 0.386837523492841 6.0159326904408e-120 1 1 1 7.45892262418424e-07 1 1 1 1 1
Lapatinib 1 1 1 1 1 1 1 2.06557273524029e-09 1 1 1 1 4.58620309672492e-46 0.00022803659940459 1 1 1 0.00305850211389887 1 0.386837523492841 1 1 1 9.96558228463098e-192 1 1 1 1 1 3.80137221749429e-96
Lenalidomide 1 1 1.65063682434694e-05 1 0.000324787455142738 1 1 1 1 1 1 1 1 1 0.297107510212745 1 1 1 1.72649631230074e-27 1 4.0952078718109e-195 1 1 1 1 1 1 0.861700841274659 1 1
Lestaurtinib 1 1 3.70302592694433e-96 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5.48767943010875e-186 1 1 1 1 1 1 1 1 1
LFM.A13 1 1 9.55744343065834e-13 1 1 0.0183642502223345 0.172863287757807 0.452624424523901 1 1 1 1 5.00560680231219e-253 1 1 1 1 1 1 3.11636772265276e-127 1 1 1 1 0.421204603521925 1 1 1 1 1
Linifanib 1 1 8.92535817490569e-07 1 0.00177399533543392 0.332480111036747 0.227611650421365 1 1 1 1 0.168916591158843 1 0.00022803659940459 1 1 1 1 5.71174003359346e-17 1 1.41130602261838e-155 0.000769372696515808 1 1 1.05842334875924e-07 1 0.0459315631560334 1 1 1
Linsitinib 1 1 2.30052225105088e-92 0.00306158678368067 1 1 1 1 1 1 1 1 1 1 1 1 1 3.24496553875886e-36 1 1 7.4069416286541e-48 1 1 1 1 1 1 6.83157479719255e-06 1 1
Luminespib 1 1 2.35380227558019e-05 1 1 1 1 1 1 1 1 1 6.25737830497973e-07 1 1 1 1 1 5.62561584825296e-08 1 0 1 1 1 0.0208807741807118 1 1 1 1 1
Masitinib 1 1.19569406461636e-15 0.032066337212056 0.421397921298949 1 1.19890491425079e-34 2.29935437188999e-11 1 0.000109250925312516 1 1 1 1 1 0.000152039289054112 1 1 1 7.7448211331959e-40 1 1 6.26622185020101e-19 1 1 1.57960499759613e-25 1 1 1 1 1
Methotrexate 1 1 1.0823401450119e-309 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0103646186889445 1 1 1.20617248109193e-07 1 1 1 1 1 4.44385223945109e-06 1 1 1
MG.132 1 1 1.45816257463538e-243 1 0.00825306933562802 0.00804440188339467 1 1 1 0.384344128580942 1 0.0187792950198981 1 1 6.16832147059255e-07 1 1 1 0.162176269626814 1 0.244563673722927 1 1 1 0.24768202491464 1 1 1 0.208447673544305 1
Midostaurin 1 1 5.09838035331788e-08 1 1 1 1 1 1 1 1 1 3.02335424863362e-102 5.72026793598729e-07 1 1 1 1 1 5.00825655395204e-129 2.82708119390804e-05 1 1 1 1 1 1 1 1 1
Mitomycin.C 1 1 4.4877171730112e-30 1 1 1 1 1 1 0.144881915077014 1 1 1 1 1 1 1 1 2.0645212539276e-15 1.12686886883662e-17 1.41130602261838e-155 1 1 1 0.0208807741807118 1 1 1 1 1
MK.2206 1 1 1 1 1 1 0.60669316702426 0.131093989166456 1 1 1 1 6.91850486100055e-248 1 1 8.59360343630573e-07 1 1 0.48421459794742 8.36047281166787e-07 4.33110784098643e-34 1 1 1 0.301306432563015 1 1 1 1 1
Motesanib 1 1 2.06316749538771e-18 1 1 0.000139295255074569 1 0.452624424523901 1 1 1 9.26845937292975e-26 5.81788721336972e-73 1 1 1 1 1 0.293882187541154 1.16362874234887e-39 3.84293981695637e-46 0.237541952232501 1 1 1 1 1 1 1 1
MPS.1.IN.1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0002787855931747 1 1 1 1 1 1 1 1 1
Navitoclax 1 0.726560335192625 3.49598922468644e-154 0.107539015345264 1 1 1 1 1 0.384344128580942 1 1 1 1 0.000103799793519363 0.000202561367576835 1 0.226220474143605 1 1 0.598100751575496 1 1 0.626656791217476 1 1 1 0.0789357690231947 1 1
NG.25 1 0.0139678884144103 0.00306347239623641 0.501778313394486 1 1.6342379795695e-11 4.84725983186904e-12 1 1 1 1 1 1 1 6.16832147059255e-07 1 1 1 3.60180758093524e-85 1 0.0080141436783289 2.66442792916936e-12 1 1 4.98958071090758e-52 1 1 1 1 1
Nilotinib 1 1 2.27683084161285e-49 1 1 0.410586967874044 1 1 1 1 1 1 1 1 0.000367895465644806 1 1 0.347032310893338 1.16475063339744e-37 1 3.67754172179322e-37 1.48381063586838e-05 1 1 1.36557489976755e-05 1 4.44385223945109e-06 1 1 1
NPK76.II.72.1 1 0.907213057601225 6.04594900493218e-105 1 0.00177399533543392 1 1 1 1 1 0.00389786562233462 2.6312920568926e-14 1 1 1 1 1 1 1.99835016700125e-29 1 0.0570599127941165 1 1 1 0.817426474531032 1 0.0153944018428951 1 1 1
NSC.207895 1 1 0.767843844038138 1 1 0.271356743807779 1 1 1 1 1 1 1 1 3.20123545058905e-06 1 1 1 4.6292409784783e-42 1 4.74777377172141e-192 1 1 1 8.01896574887586e-25 1 1 1 1 1
NSC.87877 1 1 3.68216091478718e-116 0.225511790226581 1 1 1 1 1 1 1 0.0187792950198981 1 1 1 1 1 8.44255233488963e-21 1.38186181306298e-18 0.0135007787674929 0.598100751575496 1 1 1 0.048941277102817 1 1 1 1 1
NU7441 1 1 1.53047462631489e-11 0.0305800487966977 1 1 0.389870219068331 1 1 1.46317157636499e-18 1 1 1 1 1 1 1 0.0103646186889445 1 1 1.86354695516216e-245 1 1 1 0.565325828026708 1 1 0.222123510819405 1 1
Nutlin.3a.... 1 5.97129298176716e-05 2.64740387728097e-132 0.138179898957341 1 1 0.732247470823069 1 0.177170400043151 1 1 1 1 0.00318990880324631 0.676883972365376 0.342497346512514 1 0.0595343916963719 0.386649830490189 1 3.9814905284339e-11 1 1 1 0.000185030065491694 1 1 0.861700841274659 1 1
NVP.BHG712 1 1 0.140080410612199 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
NVP.TAE684 1 1 5.92667098704632e-48 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3.16484926433445e-277 1 1 1 1 1 1 1 1 1
Obatoclax.Mesylate 1 1 1 1 1 1 1 0.351991930267659 1 1 1 1 0 1 3.20123545058905e-06 1 1 1 0.293882187541154 2.84297386383023e-32 0.11158670535399 1 1 1 0.000496828409135572 1 1 1 1 1
Olaparib 1 1 8.02952099855267e-12 1 0.00177399533543392 0.489057527613153 1 1 1 5.95460226048767e-66 0.918490019983825 6.77216150943995e-22 1 1 1 1 1 1 2.00978616279471e-32 1 4.65465228948006e-05 1 1 1 1.32397012355474e-17 1 1 1 1 1
Omipalisib 0.116746132864282 0.000678481840872221 2.65582818063002e-16 1 0.00825306933562802 1.08500073630593e-06 0.60669316702426 1 1 1 1.06793928112743e-06 1 0.00910670450377404 1.95495322638397e-73 3.20123545058905e-06 1 1 1 0.0819889919373773 9.16898141281845e-06 1 0.000769372696515808 0.042164492395462 1 0.00113800215824161 1 1 1 1 1
OSI.027 1 1 1 1 1 0.783396736754397 0.60669316702426 1 1 1 1 0.0390297744289285 1 1 9.9162889328478e-06 1 1 1 9.03216616897267e-18 1 6.5815974842306e-313 0.144888948314102 1 1 2.10201501593273e-16 1 1 1 1 1
OSI.930 1 1 1 1 1 1 1 1 1 1.02819573034601e-48 0.051061682479843 3.17901040588285e-06 4.41554247364555e-29 1 1 1 1 1 3.4565422663769e-13 4.81302332552469e-105 7.29820239677738e-07 1 1 1 0.0107432584609334 1 0.00615279447366181 1 1 1
OSU.03012 1 1 0.0219388907468592 1 1 1 1 1 1 1 1 1 0.0612512038154088 1 3.20123545058905e-06 1 1 1 0.0221097067600091 3.28563347174934e-222 2.20084853062384e-74 1 1 1 0.00169670293554273 1 1 1 1 1
PAC.1 3.17058032820387e-05 0.000171325165437477 2.17433183711924e-08 0.0103226890585751 1 1 0.732247470823069 1 1 1 1 1 1 1 1 1 0.0113214450770552 0.687471553601534 7.7448211331959e-40 1.12686886883662e-17 3.99780088829405e-13 1 0.561394648141915 1 0.048941277102817 1 0.343619376062774 1 1 1
Paclitaxel 1 1 1 1 7.03255902478371e-06 1 1 1 1 1 3.90007590445235e-12 0.27215932474731 1 0 6.16832147059255e-07 1 1 1 0.863170380420637 1 1 1 1 1 1 0.849104040915827 1 1 1 1
Palbociclib 1 1 0.00112718083363916 1 1 1 1 1 1 1.78443132102354e-50 2.12998968577025e-05 1 1 1 0.000152039289054112 8.59360343630573e-07 1 1 0.386649830490189 1 1.36652762787921e-207 1 1 1 1 1 3.32368882627563e-05 1 1 1
Parthenolide 1 1 1.06162783068364e-15 1 1 1 1 0.851759534628244 1 1 1 1 6.58546959539804e-276 1 1 1 1 1 1 1 7.19677632462055e-84 1 1 1 1 1 1 1 1 1
Pazopanib 1 6.72181901117174e-06 1 2.03680621333002e-15 1 1.42248891785434e-18 1.95467537835311e-09 1 0.0291237764207242 1 1 1 1 1 0.144306505702598 0.0344653460092803 1 1 2.00978616279471e-32 1 2.42330228186224e-09 4.94108041958145e-09 1 1 5.05392368354921e-09 1 1 1 1 1
PD0325901 1 1 6.95070437911963e-164 1 1 1 1 0.0596977111784764 1 1 1 1 5.4170083352646e-53 1 1 1 1 1 1 1 0.0341998480778197 1 1 1 1 1 1 1 1 1
PD173074 1 0.0482918499946641 0.032066337212056 0.00436449620925192 1 1 1 1 1 3.42417472879887e-12 1 0.00573193500479986 1 1 0.118151645028035 1 1 0.000141488851055957 1 0.727432824483386 2.30960667400758e-98 1 1 0.221617576408802 1 1 5.0348839176833e-07 0.000603073471547627 1 1
Pelitinib 6.92475465185379e-06 0.816750441743856 0.882661013724809 0.687217237536581 1 0.00804440188339467 1 0.452624424523901 1 1 1 1 1 1.50979451174207e-58 1 4.36250797983129e-06 1 1 1 9.7087536041299e-10 1 1 8.44233251638449e-12 5.94092104657779e-30 1 1 1 1 1.41021977582505e-12 1
Pevonedistat 1 5.97129298176716e-05 2.69681766899682e-13 1 1 1 1 1 1 4.26760802293785e-68 0.305026906473616 9.07599373664679e-97 0.00243636845686766 1 3.20123545058905e-06 1 1 1 0.293882187541154 1 1.05716401881423e-118 1 1 1 1 1 0.000204683489340617 1 1 1
PF.4708671 1 0.726560335192625 1 1 0.0322250931300643 0.0183642502223345 0.389870219068331 1 1 1 1 1 3.68562349897124e-12 1 0.000152039289054112 1 1 1 3.353314887615e-117 1 6.17058710300066e-138 1 1 1 0.421204603521925 1 1 1 1 1
PF.562271 1 1 1 1 1 1 1 0.707978692604348 1 3.42417472879887e-12 1 1 0 1 9.9162889328478e-06 1 1 1 1 0.00253162492779467 1.24918847909842e-06 1 1 1 4.231440256089e-05 1 0.00317845063246302 1 1 1
PFI.1 1 0.00509037190626407 2.27683084161285e-49 0.079745749046179 1 7.19294814915983e-33 0.389870219068331 1 1 1 1 1 1 1 0.000152039289054112 1 1 1 1 1 3.77575856951027e-53 8.22091808213905e-10 1 1 0.0107432584609334 1 1 0.601690745283257 1 1
PFI.3 1 1 0.337707863574365 1 1 9.22850954175087e-178 0.389870219068331 1 1 1 1 1 1 1 6.16832147059255e-07 1 1 1 6.49831289107545e-14 1 1 1.22933483160682e-85 1 1 1.55689922206411e-39 1 1 1 1 1
PHA.665752 1 1 0.000114880098975 1 1 1 1 6.16948188142144e-27 1 1 1 1 0 1 9.9162889328478e-06 1 1 0.78901681937033 1 1 1 1 1 1 1 1 1 0.290671348982448 1 1
PHA.793887 1 1 2.87438262301318e-148 1 1 0.489057527613153 1 1 1 1 3.05454115227876e-07 1 0.0219147385396447 1 1 1 1 1 4.17088634770692e-11 1 6.6170212291164e-23 1 1 1 0.301306432563015 1 1 1 1 1
Phenformin 1 6.55174867554629e-43 2.06316749538771e-18 0.225511790226581 1 0.00804440188339467 1 1 0.0220969518680762 1 1 0.0390297744289285 1 1 1 0.000672860315145899 1 1 1.2963724009506e-57 3.74405297293962e-20 1 1 1 1 0.0208807741807118 1 2.14939355071366e-75 1 1 1
PI.103 1 0.486757319351957 1 1 1 7.30215821794368e-69 0.00569543143706964 1 1 1 1 1 1 4.57213144154204e-79 1 1 1 1 1.16475063339744e-37 1 1 3.41111150973788e-30 1 1 9.269833217736e-21 1 1 1 1 1
Pictilisib 0.000133575625349873 0.00025716080498156 0.00145826456837244 1 1 1 1 0.131093989166456 1 1 1 1 0.677116982748634 1 0.0161765492689792 0.000202561367576835 1 1 1 7.77339558617073e-68 1.29477943002147e-144 1 1 1 0.000496828409135572 1 1 0.222123510819405 1 0.0622642379905353
PIK.93 1 0.0139678884144103 1 0.0593329704527328 0.0322250931300643 9.36193315216979e-28 0.0375852785377065 1 1 1 0.0138222497696232 0.336670901873338 1 2.76349445859262e-11 0.531815573681695 1 1 1 3.62397293827987e-88 1 1 8.22091808213905e-10 0.10918236398901 1 1.3430233957707e-34 0.0218335198162051 1 1 1 1
Piperlongumine 1 1 0.0119387319121266 0.225511790226581 1 2.06470403835169e-05 1 1 1 1.78443132102354e-50 2.12998968577025e-05 1 1 1 1.42531022528361e-16 1 1 1 0.293882187541154 1 5.96063901061747e-85 0.000769372696515808 1 1 0.0646746152465404 1 0.599014559277591 0.861700841274659 1 1
PLX.4720 1 0.0482918499946641 2.35380227558019e-05 0.0103226890585751 0.000324787455142738 1 0.0375852785377065 1 1 1 1 0.0390297744289285 1 1 4.06404383789398e-05 1 1 0.0595343916963719 0.0221097067600091 1 3.35848581942612e-198 1 1 1 1.08243714223955e-27 1 1 0.00813795808189773 1 1
Ponatinib 1 1 2.74004191844079e-82 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.24635058251772e-57 2.5294179084123e-71 1 1 1 1 1 4.44385223945109e-06 1 1 1
Pyrimethamine 1 1.93196868181269e-17 1.33485714733096e-06 1.41873378822063e-08 1 0.489057527613153 0.389870219068331 1 0.000109250925312516 1 1 6.09494780012966e-15 1 1 6.73717108542194e-13 1 1 1 0.386649830490189 1 0.0145546746658411 1 1 1 0.421204603521925 1 0.246957469621758 0.0514537792457663 1 1
QL.VIII.58 1 1 1 1 1 4.27180234553261e-126 0.306647563000153 1 1 1 1 1 1 1 0.076131061221492 1 1 1 3.35125719874476e-50 1 1 2.6524658720809e-46 1 1 4.2382006365303e-83 1 1 1 1 1
QL.X.138 1 1 1 1 0.0322250931300643 2.04227701188415e-96 0.000196703005877339 1 1 1 1 1 1 0.0378264893791292 0.000152039289054112 1 1 1 1.99835016700125e-29 1 1 5.17978747756814e-57 1 1 1.24818441280051e-105 1 1 1 1 1
QL.XI.92 1 0.41432189057384 4.90441718039762e-12 1 1 5.0808425280632e-183 4.69501043967754e-06 1 1 1 1 0.492389059708007 1 0.114923438768434 1 1 1 1 8.76302387598161e-12 1 7.71622113789041e-05 1.56025339065249e-70 1 1 3.5095441635112e-07 1 1 1 1 1
QL.XII.47 1 5.97129298176716e-05 1 1 1 1.79671808112129e-21 0.00569543143706964 1 1 1 1 1 1 1 0.0161765492689792 1 1 1 2.37526629233337e-56 1 0.000114253258179864 4.94108041958145e-09 1 1 9.37367670476367e-136 1 1 1 1 1
QL.XII.61 2.19194258606261e-26 0.0101907096576828 0.882661013724809 1 0.00177399533543392 0.127819965678104 1.16090400197219e-07 1 0.0220969518680762 3.99557247394014e-22 0.0138222497696232 0.0390297744289285 1 2.76349445859262e-11 4.06404383789398e-05 1 1 1 4.17088634770692e-11 1 1.24918847909842e-06 0.474385232201489 0.383667927627521 1 1.96890517182871e-09 1 0.0459315631560334 1 1 1
QS11 1 1 3.90010688689034e-214 1 1 1 1 1 1 1 1 1 2.16792020239748e-06 1 0.000152039289054112 8.59360343630573e-07 1 1 5.62561584825296e-08 0.386837523492841 1 1 1 1 1 1 2.75951591149682e-10 1 1 1
Quizartinib 1 0.559921978564493 1 0.138179898957341 1 0.167568053130604 1.78863858786368e-20 1 8.52840784504296e-16 3.36767263231865e-14 0.00141282055454185 0.27215932474731 1 1 0.00114661521958342 7.94852807130338e-05 1 1 1.10608493486116e-89 0.000708081691096973 2.82708119390804e-05 0.237541952232501 1 1 3.99650333344283e-24 1 1 1 1 1
Rapamycin 1 0.00025716080498156 1.30634713497368e-19 0.107539015345264 1 5.95119842654901e-192 4.62093144785406e-10 1 1 1 1 1 1 0.000907408499584217 1 1 1 1 5.62561584825296e-08 1 1 2.00929225542185e-43 1 0.3291268284114 1.00408955952833e-44 0.849104040915827 1 1 1 1
Refametinib 1 1 1.00469071440292e-205 1 1 1 1 1 1 3.01690978650859e-15 1 1 0.253366169796239 1 1 1 1 1 1 1 3.2410110048287e-15 1 1 1 1 1 1 1 1 1
RO.3306 1 1 7.20306128811642e-15 1 1 1 1 0.258415462697688 1 1.98680354700157e-17 5.02584395618237e-06 1 1.0895996794118e-55 1 6.16832147059255e-07 1 1 1 0.0221097067600091 1 5.57737061564208e-125 1 1 1 4.12480602865426e-14 1 1 1 1 1
rTRAIL 1 1 3.24109509605112e-10 1 1 1 1 1 1 8.94963004297538e-05 0.010083489827487 6.56417319964949e-37 0.0377759694316967 1 1 1 1 1 0.605150028004581 1 1.22726551214248e-21 1 1 1 1 1 1.1165848455696e-149 1 1 1
Rucaparib 1 1 0.0459865408305393 1 1 1 1 1 1 2.66581013773089e-70 0.184251704904886 0.217185306524692 1 1 0.00114661521958342 1 1 1 0.222678440168948 1 6.04524764579338e-232 1 1 1 1 1 4.44385223945109e-06 1 1 1
Ruxolitinib 1 0.353018933643968 0.160721142138824 0.107539015345264 1 6.42392105554318e-14 1.47206855664114e-05 1 1 0.384344128580942 1 1 1 1 1 1 1 1 1.99835016700125e-29 1 2.5809899324133e-70 1.2886721194916e-10 1 1 4.42252742584066e-22 1 0.000494917421423428 1 1 1
S.Trityl.L.cysteine 1 1 0.417388297395604 1 1 0.332480111036747 0.172863287757807 2.56333046262249e-05 1 1 5.02584395618237e-06 1 0.404770620425092 1 0.676883972365376 1 1 1 8.71472505927939e-114 0.223163655318771 1.88259097471146e-44 0.144888948314102 1 1 5.89629764486137e-11 1 1 1 1 1
Salubrinal 1 1 1 1 1 0.489057527613153 0.227611650421365 3.88177921118028e-08 1 1 1 1 3.87923281600557e-168 1 0.000367895465644806 1 1 1 7.1803054659565e-78 1 1 1 1 1 9.38691284187611e-23 1 1 1 1 1
Saracatinib 1 1 2.82293234606565e-07 1 7.03255902478371e-06 0.271356743807779 1 1 1 1 1 1 1 5.01877720893838e-17 1 1 1 1 3.4928870594507e-16 0.0534666454930708 2.53276232201397e-147 1 1 1 6.31422017534802e-30 1 1 1 1 1
SB216763 1 1 2.87438262301318e-148 0.3464401070874 1 1 1 1 1 1 1 0.584459847449511 1 1 0.00114661521958342 1 1 1.43223344303862e-07 1 1 4.13717403728435e-10 1 1 1 1 1 0.529662118818968 0.290671348982448 1 1
SB505124 1 0.000678481840872221 1 0.501778313394486 1 2.67397923854031e-13 0.227611650421365 1 1 1 1 1 1 1 0.000810375485160794 1 1 1 2.04384420214232e-122 1 1.41270113043622e-27 1.48234682328373e-07 1 1 8.4208448267625e-34 1 2.01830216007904e-05 1 1 1
SB52334 1 2.59358192890296e-19 3.24109509605112e-10 1.89430523575309e-19 1 0.0724231022754956 0.60669316702426 1 4.175634850452e-33 1 1 1 1 1 2.13002588843468e-13 6.82166354790766e-06 1 1 9.03216616897267e-18 1 0.0106476165082788 0.052997481685273 1 1 0.00169670293554273 1 1 1 1 1
SB590885 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
Seliciclib 1 1 0.301515809755159 1 1 1 1 0.452624424523901 1 0.000387623919491319 1 1 9.94776102231226e-137 1 1 1 1 1 0.162176269626814 0.0836411867459334 1.52360366991639e-78 1 1 1 1 1 1 1 1 1
Selisistat 1 1 1.83213313701576e-07 1 1 0.0183642502223345 1 1 1 1 1 1 1 1 0.603712758390689 1 1 1 5.27022076281291e-49 1 1.09973205919589e-148 1 1 1 2.37063965028243e-06 1 1 1 1 1
Selumetinib 1 1 5.36509418928306e-159 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2.3067737720222e-105 1 1 1 1 1 1 1 1 1
Sepantronium.bromide 1 1 1 1 1 1.44797020216726e-208 0.172863287757807 1 1 1 1 1 1 1.11009435107385e-49 1 1 1 1 0.00449457014552917 1 1 1.17756315046526e-87 1 1 5.89629764486137e-11 1 1 1 1 1
Serdemetan 1 0.0266713866350916 0.000385063221647167 0.225511790226581 1 0.000266967956898352 0.227611650421365 1 1 2.14263062354344e-40 8.23988784148622e-05 0.00573193500479986 1.1047772839879e-06 0.00712049794991614 0.118151645028035 1 1 1 8.76302387598161e-12 1 2.20084853062384e-74 0.810994525122437 1 1 6.79022231297023e-05 1 1 1 1 1
SGC0946 1 1 1.83213313701576e-07 1 1 1 1 1 1 0.0460663626911023 5.02584395618237e-06 4.52764752388114e-13 1 1 4.06404383789398e-05 1 1 1 2.93456500274093e-20 1 2.61837893150605e-201 1 1 1 0.000185030065491694 1 1 1 1 1
Shikonin 1 0.293874539086203 0.00085665479479102 0.00306158678368067 1 0.410586967874044 0.863921991597068 1 1 1 1 1 4.54926627222288e-23 1 0.00166187324699012 1.96165954725816e-05 1 1 1.4448718331476e-08 6.34607631417966e-94 1.1120394360557e-14 0.237541952232501 1 1 0.301306432563015 1 1 0.481792113074837 1 1
SL0101 1 1 2.1627849193544e-69 1 1 1 1 1 1 0.0166563971887794 1 1 1 1 0.000152039289054112 1 1 1 9.23288811345261e-67 1 5.14957459587285e-21 1 1 1 0.355248171138962 1 0.171190380898932 1 1 1
SN.38 1 1 4.11784885639836e-18 1 1 1 1 1 1 8.00737219334035e-39 0.0138222497696232 0.00573193500479986 1 1 0.0374962639908125 1 1 1 7.63650906791545e-05 1 3.87103042643686e-110 1 1 1 0.0208807741807118 1 0.294991985590503 1 1 1
SNX.2112 1 1 2.17433183711924e-08 1 1 1 1 1 1 0.00532345703534946 0.051061682479843 5.7463624913637e-25 4.08315556275713e-05 4.94638434280447e-05 1 1 1 1 1 6.1452762413883e-72 7.29820239677738e-07 1 1 1 1 1 0.000689716554494588 0.222123510819405 1 1
Sorafenib 1 2.76598510807056e-11 1 1 1 1 7.31906301272467e-25 1 0.253893703194284 1 1 1 1.95116461316936e-22 1 6.16832147059255e-07 0.000672860315145899 1 1 1.75594610073385e-45 1 0.289122772990931 0.237541952232501 1 1 1.29564682399406e-45 0.706796262652279 1 1 1 1
STF.62247 1 0.162015300255546 8.30224408940796e-35 1 1 1 0.732247470823069 1 1 1 1 1 0.0762912395772305 1 1 1 1 1 1.32783057107423e-25 1 3.49384392442534e-104 1 1 1 0.0380328907132057 1 1 1 1 1
Sunitinib 0.598057708403256 0.00509037190626407 1.28583145971594e-143 1 2.46107429508902e-23 1 1 1 1 1 1 0.584459847449511 1 1.28942098058559e-21 4.06404383789398e-05 1 1 1 0.605150028004581 1 0.000187546467292724 1 1 1 1 1 1 1 1 1
T0901317 1 1 2.69681766899682e-13 1 1 1 1 0.452624424523901 1 6.28675988061285e-07 1 0.0390297744289285 2.78463457444365e-82 1 1 1 1 1 1.17879955725415e-14 1 2.26738694566717e-158 1 1 1 0.000496828409135572 1 1 1 1 1
TAK.715 1 2.76598510807056e-11 8.92535817490569e-07 0.00306158678368067 1 0.0183642502223345 0.172863287757807 0.00101078825773262 1 1 1 1 0.00910670450377404 1 0.00648197182245031 1 1 1 3.08299632716309e-154 0.0836411867459334 2.12319046264243e-20 1 1 1 4.45070997073725e-08 1 1 1 1 1
Talazoparib 1 1 4.98395667667725e-13 1 1 0.271356743807779 0.60669316702426 1 1 7.32998904704073e-64 0.305026906473616 0.00573193500479986 1 1 1 1 1 1 0.222678440168948 1 4.02235351978893e-174 0.810994525122437 1 1 0.082869202443305 1 1 1 1 1
Tamoxifen 1 1 1 1 1 7.72227255142763e-10 0.306647563000153 1 1 0.384344128580942 1 1 6.14784017054285e-11 1 0.0121591211789203 1 1 1 3.2625425139926e-102 1 0.000187546467292724 2.79321404034954e-08 1 1 5.56256983066597e-90 1 1 1 1 1
Tanespimycin 1 1 1 1 1 1 1 0.575456031253298 1 1 1 0.492389059708007 7.04681204633814e-113 1 3.20123545058905e-06 1 1 0.015020873172574 0.863170380420637 1.24255155840074e-53 1 1 1 1 1 2.21631294996968e-08 2.8320205038505e-31 0.481792113074837 1 1
Temozolomide 1 1 8.30224408940796e-35 1 5.12430269985468e-05 0.0388918508292957 0.172863287757807 1 1 3.36767263231865e-14 1 5.35761806235893e-36 1 0.62681920435466 1 1 1 1 6.49831289107545e-14 1 3.7426428661114e-14 1 1 1 1.72474051959151e-12 1 1 1 1 1
Temsirolimus 1 1 1 0.284367358634444 1 4.28535917124416e-129 7.94564779486725e-09 1 1 1 1 1 1 1 0.467624633820662 1 1 1 4.07679483818718e-21 1 1 6.72200560965602e-38 1 1 4.07995164519052e-72 1 1 1 1 1
TGX221 1 2.93893681219354e-09 0.000114880098975 1.18064523672341e-78 1 7.0991813983448e-18 0.306647563000153 1 1.15985009815549e-07 1 1 1 1 1 0.834975775520711 0.169819800271113 1 0.00441872099315596 1 1 1 0.0266030358303936 1 1 0.000496828409135572 1 1 3.03483167238006e-11 1 1
Thapsigargin 1 1 3.19532750057572e-05 1 1 1 1 0.258415462697688 1 0.384344128580942 6.66232168833954e-43 3.73362542172785e-143 0.000153454806828767 1 6.16832147059255e-07 1 1 1 1 1 1 1 0.0578892606891706 1 0.488287534905093 1 1 0.481792113074837 1 1
THZ.2.102.1 1 5.97129298176716e-05 0.160721142138824 1 0.000324787455142738 0.0260223642229227 0.0149727587975945 1 1 1 1 0.784757217915323 1 3.41481678066371e-36 0.350713299287756 1 1 1 1.5364852383709e-26 1 2.12319046264243e-20 0.000769372696515808 1 1 1.09733711385227e-30 1 1 1 1 1
