Cancer	Gene	Drug	p.twosided	FC	nMut	nMutProp	adjp	color
THYM	HRAS	LBW242	1.03654300566746e-06	-0.271247653640409	10	0.0847457627118644	1.03654300566746e-06	1
THYM	HRAS	Nilotinib	8.91808862560292e-05	-0.481705429161099	10	0.0847457627118644	0.000178361772512058	1
THYM	HRAS	Nutlin3	1.98876397184117e-05	-0.239872400787233	10	0.0847457627118644	3.97752794368234e-05	1
THYM	HRAS	Paclitaxel	0.000149036840190622	-0.747310533812808	10	0.0847457627118644	0.000298073680381244	1
THYM	HRAS	Panobinostat	1.17539352312504e-05	-0.623230913727566	10	0.0847457627118644	2.35078704625008e-05	1
THYM	HRAS	PD0325901	4.97837642783052e-06	0.810727264084829	10	0.0847457627118644	9.95675285566104e-06	2
THYM	HRAS	PD0332991	1.17539352312504e-05	-0.397772970718588	10	0.0847457627118644	2.35078704625008e-05	1
THYM	HRAS	PF2341066	4.97837642783052e-06	-0.327470070452648	10	0.0847457627118644	9.95675285566104e-06	1
THYM	HRAS	PHA665752	4.27268111732564e-05	-0.194120503843591	10	0.0847457627118644	8.54536223465128e-05	1
THYM	HRAS	PLX4720	0.00416962888765535	-0.105446258685006	10	0.0847457627118644	0.0083392577753107	1
THYM	HRAS	Sorafenib	3.0524178808951e-05	-0.388113676371128	10	0.0847457627118644	6.1048357617902e-05	1
THYM	HRAS	TAE684	0.00456757738786135	-0.173241695330439	10	0.0847457627118644	0.00456757738786135	1
THYM	HRAS	TKI258	0.00010884800428725	-0.198060323063819	10	0.0847457627118644	0.0002176960085745	1
THYM	HRAS	Topotecan	1.90442408016533e-05	-1.00333791427103	10	0.0847457627118644	3.80884816033066e-05	1
THYM	HRAS	ZD6474	0.00010884800428725	0.133465466752321	10	0.0847457627118644	0.00010884800428725	2
UCEC	ABCA4	17-AAG	9.18309045445608e-05	0.419067867115966	13	0.0773809523809524	0.000677423142103653	2
UCEC	ABCA7	17-AAG	0.000219902213301277	0.415810869414989	13	0.0773809523809524	0.000991596091460388	2
UCEC	ABCC12	17-AAG	0.00246299214721582	0.360324266628054	11	0.0654761904761905	0.00412191469310689	2
UCEC	ABL2	17-AAG	0.000347022362283403	0.457754387474584	10	0.0595238095238095	0.00123794694752871	2
UCEC	ACACB	17-AAG	0.00113310396818301	0.415938049554615	11	0.0654761904761905	0.00234817715959628	2
UCEC	ADCY5	17-AAG	8.23554473043133e-05	0.514633624408348	12	0.0714285714285714	0.000668451713953343	2
UCEC	AFAP1	17-AAG	6.87787896791853e-05	0.524681891061984	10	0.0595238095238095	0.000587636325855495	2
UCEC	AK9	17-AAG	0.000445932898787004	0.401812452236756	12	0.0714285714285714	0.00137448937790678	2
UCEC	AKAP12	17-AAG	0.00120693950107151	0.438639710108194	10	0.0595238095238095	0.00245932860678588	2
UCEC	ALG13	17-AAG	4.40583296988851e-05	0.47585899602145	12	0.0714285714285714	0.000541967499995159	2
UCEC	ALS2CR11	17-AAG	3.09777486793862e-05	0.439449313290098	17	0.101190476190476	0.000435714866578661	2
UCEC	ANKRD50	17-AAG	0.00146599827265706	0.408295104586691	10	0.0595238095238095	0.00281079196371649	2
UCEC	ARHGAP21	17-AAG	0.00106866329187367	0.384636385249549	11	0.0654761904761905	0.00227265948970514	2
UCEC	ARHGEF6	17-AAG	0.000514899132505053	0.435310320700368	10	0.0595238095238095	0.00151057757548169	2
UCEC	ARHGEF9	17-AAG	0.00021464322187485	0.426177966080356	12	0.0714285714285714	0.000986478183785957	2
UCEC	ARID1A	17-AAG	2.07170584318962e-06	0.385069449200699	27	0.160714285714286	0.000209781763817981	2
UCEC	ARID2	17-AAG	0.000153516268354929	0.463300817993945	10	0.0595238095238095	0.000821565084492862	2
UCEC	ARID4B	17-AAG	0.000107559551770711	0.496497397666753	10	0.0595238095238095	0.000712285674430139	2
UCEC	ARID5B	17-AAG	0.00141993486565414	0.411332315668233	11	0.0654761904761905	0.0027771416850344	2
UCEC	ASPM	17-AAG	0.000799663875057203	0.350302947399056	15	0.0892857142857143	0.00184566970214625	2
UCEC	ATG2B	17-AAG	0.000271039523494232	0.424522699094472	11	0.0654761904761905	0.00106448587049751	2
UCEC	ATM	17-AAG	3.85580223304169e-06	0.433340341586087	22	0.130952380952381	0.000236317694259871	2
UCEC	ATM	PHA665752	3.85580223304169e-06	0.0980751264945977	22	0.130952380952381	0.0018777756874913	2
UCEC	ATP2A3	17-AAG	5.58959772597275e-05	0.430337592935069	14	0.0833333333333333	0.000548236535942216	2
UCEC	ATP2B3	17-AAG	0.00044324196431549	0.446628353162971	11	0.0654761904761905	0.00137448937790678	2
UCEC	ATP4A	17-AAG	0.000436519437848028	0.453158360437279	10	0.0595238095238095	0.00136745436213376	2
UCEC	ATP7A	17-AAG	0.000238741781970237	0.395458627071517	13	0.0773809523809524	0.00101988813876759	2
UCEC	ATP8B1	17-AAG	0.00164722997295738	0.378456929218459	10	0.0595238095238095	0.00302717357294432	2
UCEC	ATR	17-AAG	0.000172186845181057	0.483157122361447	10	0.0595238095238095	0.000863695382947831	2
UCEC	BAI3	17-AAG	0.000761490127236348	0.324127096848339	17	0.101190476190476	0.00181224129407548	2
UCEC	BCLAF1	17-AAG	0.000264118060833566	0.443263667651544	11	0.0654761904761905	0.00106448587049751	2
UCEC	BCOR	17-AAG	2.98610433330647e-05	0.445120184829382	20	0.119047619047619	0.000435714866578661	2
UCEC	BDP1	17-AAG	0.00318851165617203	0.345340868216631	12	0.0714285714285714	0.00489843904276271	2
UCEC	BIVM-ERCC5	17-AAG	0.000501116486756818	0.375424960425568	13	0.0773809523809524	0.00148807151860104	2
UCEC	BMS1	17-AAG	0.00210913071074148	0.388695827103882	12	0.0714285714285714	0.00364236402883369	2
UCEC	BMX	17-AAG	0.00100428450276911	0.346393080954315	14	0.0833333333333333	0.00218112148193568	2
UCEC	BRCA2	17-AAG	4.54851077329882e-05	0.430975551678522	16	0.0952380952380952	0.000541967499995159	2
UCEC	BRWD3	17-AAG	9.59798702364518e-05	0.447747520019532	13	0.0773809523809524	0.000677423142103653	2
UCEC	C12orf55	17-AAG	7.12198292891914e-05	0.441717185398682	14	0.0833333333333333	0.000598000980410969	2
UCEC	C3	17-AAG	0.00186128665042948	0.372201671627675	11	0.0654761904761905	0.00333252426014396	2
UCEC	C5orf42	17-AAG	1.300855947919e-05	0.493235695972926	13	0.0773809523809524	0.000351953803686974	2
UCEC	CAD	17-AAG	2.69789265335233e-05	0.488321369613503	13	0.0773809523809524	0.000435714866578661	2
UCEC	CAMSAP2	17-AAG	1.22354950515615e-05	0.533741259141177	11	0.0654761904761905	0.000350510946477085	2
UCEC	CAPN6	17-AAG	0.000261960075789351	0.473114383603414	10	0.0595238095238095	0.00106448587049751	2
UCEC	CCDC108	17-AAG	0.000643941965835366	0.363399089097577	14	0.0833333333333333	0.00168456742372214	2
UCEC	CCDC147	17-AAG	3.06571909565412e-05	0.484966827941241	12	0.0714285714285714	0.000435714866578661	2
UCEC	CCDC160	17-AAG	2.53952233707005e-05	0.581488695129756	10	0.0595238095238095	0.000435714866578661	2
UCEC	CCDC18	17-AAG	0.000316125578626981	0.440396924309592	11	0.0654761904761905	0.0011635246032001	2
UCEC	CCDC88A	17-AAG	3.01133053985174e-05	0.443606191092762	14	0.0833333333333333	0.000435714866578661	2
UCEC	CCNB3	17-AAG	0.00107992834499244	0.395488833785889	12	0.0714285714285714	0.00228609707124794	2
UCEC	CDH11	17-AAG	0.000901207062811633	0.412161031753012	12	0.0714285714285714	0.00201324697059296	2
UCEC	CELSR2	17-AAG	6.72362509647858e-06	0.546694524118964	13	0.0773809523809524	0.000285437099565486	2
UCEC	CEP170	17-AAG	8.17537476693557e-06	0.511927071259844	12	0.0714285714285714	0.00030562479410276	2
UCEC	CHD1	17-AAG	0.000719816958220859	0.439863973861149	10	0.0595238095238095	0.00177045888208868	2
UCEC	CHD5	17-AAG	0.000170316002109073	0.471613397691039	12	0.0714285714285714	0.000863695382947831	2
UCEC	CHDC2	17-AAG	0.000868155313485929	0.468186668019965	10	0.0595238095238095	0.00197566185826003	2
UCEC	CIT	17-AAG	0.000106690155369461	0.491855746861096	13	0.0773809523809524	0.000712285674430139	2
UCEC	CNTN2	17-AAG	5.78295465992172e-05	0.583052751613273	10	0.0595238095238095	0.000548236535942216	2
UCEC	COL6A5	17-AAG	0.00302655087929966	0.328168727548885	13	0.0773809523809524	0.0047700009003849	2
UCEC	COL6A6	17-AAG	0.000298852430420384	0.467805958158744	10	0.0595238095238095	0.00112822584197463	2
UCEC	CP	17-AAG	0.000169693806750385	0.481287294998606	11	0.0654761904761905	0.000863695382947831	2
UCEC	CTCF	17-AAG	1.08551043082173e-05	0.408063401850876	18	0.107142857142857	0.000330402237381364	2
UCEC	CTNNB1	17-AAG	0.000514384347476235	0.294508826510137	25	0.148809523809524	0.00151057757548169	2
UCEC	CTR9	17-AAG	0.000685798318047836	0.398877206127372	12	0.0714285714285714	0.00171273733789383	2
UCEC	CUL3	17-AAG	0.000909159009522413	0.409999377205063	10	0.0595238095238095	0.00202173715816171	2
UCEC	CUL4B	17-AAG	0.000458180902304028	0.431833374927856	10	0.0595238095238095	0.00140335911586202	2
UCEC	CUL9	17-AAG	1.53548315463663e-05	0.567508816385917	10	0.0595238095238095	0.000373890148154019	2
UCEC	CYFIP2	17-AAG	0.00317233703722525	0.381360224364311	13	0.0773809523809524	0.00488901309217942	2
UCEC	DCHS1	17-AAG	0.000965886518048429	0.355319964520799	13	0.0773809523809524	0.00213812151949811	2
UCEC	DCHS2	17-AAG	1.92537010382874e-05	0.451148380118077	15	0.0892857142857143	0.000397792879353882	2
UCEC	DDX3X	17-AAG	0.00108906472387992	0.381659867169454	10	0.0595238095238095	0.00228609707124794	2
UCEC	DENND2C	17-AAG	0.000613171112271902	0.407397033048011	11	0.0654761904761905	0.0016680134511573	2
UCEC	DICER1	17-AAG	0.000368371400532843	0.395893539643716	15	0.0892857142857143	0.00124581161152427	2
UCEC	DISP1	17-AAG	0.00221522077650777	0.350603610642007	12	0.0714285714285714	0.00378530708126065	2
UCEC	DLEC1	17-AAG	0.000572107527496789	0.443672816240069	10	0.0595238095238095	0.00164861754965051	2
UCEC	DMXL1	17-AAG	5.87642896977529e-05	0.426157370740418	18	0.107142857142857	0.000548236535942216	2
UCEC	DMXL2	17-AAG	5.27468265763409e-05	0.415624129990305	16	0.0952380952380952	0.000548236535942216	2
UCEC	DOCK11	17-AAG	0.000758349082310238	0.35960260758499	16	0.0952380952380952	0.00181224129407548	2
UCEC	DOPEY1	17-AAG	0.000232135272089006	0.486230273619902	10	0.0595238095238095	0.00100937390631559	2
UCEC	DROSHA	17-AAG	0.00036621226273011	0.441434193931348	10	0.0595238095238095	0.00124581161152427	2
UCEC	DSC3	17-AAG	0.000386066084936302	0.438657671225804	10	0.0595238095238095	0.00126271374213424	2
UCEC	DSEL	17-AAG	0.000317759285884216	0.447743241174978	11	0.0654761904761905	0.0011635246032001	2
UCEC	EEF2	17-AAG	0.00317113864940441	0.346047705148736	10	0.0595238095238095	0.00488901309217942	2
UCEC	EFCAB5	17-AAG	0.00016342589883709	0.448541058530052	14	0.0833333333333333	0.000855789384232934	2
UCEC	EPG5	17-AAG	0.000256647706023844	0.38393927902588	14	0.0833333333333333	0.00106448587049751	2
UCEC	F5	17-AAG	8.900435760667e-05	0.370387289751943	18	0.107142857142857	0.000677423142103653	2
UCEC	FAM184A	17-AAG	6.86808360022606e-05	0.483479389924144	11	0.0654761904761905	0.000587636325855495	2
UCEC	FBN3	17-AAG	0.00212875615227881	0.396306578275433	10	0.0595238095238095	0.00365299444520948	2
UCEC	FGD5	17-AAG	0.00103306805953761	0.47090800492932	10	0.0595238095238095	0.00221125789681459	2
UCEC	FGFR2	17-AAG	0.000288400720222914	0.445576039159813	12	0.0714285714285714	0.00109727461522312	2
UCEC	FLNC	17-AAG	0.000434608796008339	0.3997082984411	13	0.0773809523809524	0.00136745436213376	2
UCEC	FLT1	17-AAG	0.00294644891804912	0.367796579083981	10	0.0595238095238095	0.00465883319185039	2
UCEC	FN1	17-AAG	5.79032189306493e-05	0.489704996983463	12	0.0714285714285714	0.000548236535942216	2
UCEC	FRMPD1	17-AAG	0.00316008210779994	0.334104579893869	12	0.0714285714285714	0.00488901309217942	2
UCEC	FRMPD3	17-AAG	8.79427860079283e-05	0.474948732748171	14	0.0833333333333333	0.000677423142103653	2
UCEC	GABRG2	17-AAG	0.00267162214312526	0.373046390301591	10	0.0595238095238095	0.00440345510255913	2
UCEC	GPR112	17-AAG	0.000388444340943083	0.391611689241603	14	0.0833333333333333	0.00126271374213424	2
UCEC	GPR179	17-AAG	0.00108771717133922	0.424780189349307	10	0.0595238095238095	0.00228609707124794	2
UCEC	GREB1	17-AAG	0.00267643267013861	0.415677165901738	11	0.0654761904761905	0.00440345510255913	2
UCEC	GRIA2	17-AAG	0.00141481704634753	0.366054153820961	12	0.0714285714285714	0.0027771416850344	2
UCEC	HDLBP	17-AAG	0.000781211811017876	0.47657833674444	10	0.0595238095238095	0.0018203356553383	2
UCEC	HDX	17-AAG	6.11027662164632e-06	0.479359857436458	15	0.0892857142857143	0.000285437099565486	2
UCEC	HEATR1	17-AAG	0.00244789051148276	0.385448049461026	10	0.0595238095238095	0.00411076785893829	2
UCEC	HEATR5B	17-AAG	0.00198320946480735	0.336604117520277	12	0.0714285714285714	0.00348672566556382	2
UCEC	HELZ2	17-AAG	0.000684993837615224	0.419352571002024	11	0.0654761904761905	0.00171273733789383	2
UCEC	HIVEP1	17-AAG	0.000528078806585554	0.390726057059656	13	0.0773809523809524	0.00153079987385217	2
UCEC	HIVEP2	17-AAG	0.000274980805311457	0.39101724455908	15	0.0892857142857143	0.00107132521749344	2
UCEC	HNRNPM	17-AAG	0.000279280054640149	0.462051647934543	10	0.0595238095238095	0.00107943957626788	2
UCEC	IGF2R	17-AAG	0.000107042863707611	0.444180028155334	12	0.0714285714285714	0.000712285674430139	2
UCEC	IGSF10	17-AAG	0.000123813063940895	0.410069421745847	14	0.0833333333333333	0.000717981429839747	2
UCEC	IGSF9B	17-AAG	5.15788056749167e-05	0.474587515946569	12	0.0714285714285714	0.000548236535942216	2
UCEC	IPO7	17-AAG	0.000393262820237666	0.427921642790054	11	0.0654761904761905	0.00126833770500492	2
UCEC	IRS4	17-AAG	0.000307368785186756	0.473510286225378	10	0.0595238095238095	0.001151450756815	2
UCEC	ITGA1	17-AAG	0.000702096587551244	0.384877423467886	11	0.0654761904761905	0.00174449509253804	2
UCEC	ITIH2	17-AAG	0.000388926203942785	0.413815864908611	12	0.0714285714285714	0.00126271374213424	2
UCEC	ITPR3	17-AAG	0.00140101185396785	0.413588478402085	10	0.0595238095238095	0.002762318918552	2
UCEC	KCNJ12	17-AAG	0.000187311706881485	0.427682066631607	12	0.0714285714285714	0.000885638847099837	2
UCEC	KCNJ3	17-AAG	0.000180835175259328	0.404116565724534	12	0.0714285714285714	0.000875898983249919	2
UCEC	KIAA0947	17-AAG	2.04205790222732e-05	0.451322368413046	14	0.0833333333333333	0.000397792879353882	2
UCEC	KIAA1109	17-AAG	0.000109694919060083	0.447145872096205	12	0.0714285714285714	0.000712285674430139	2
UCEC	KIAA1211	17-AAG	9.20099242576692e-05	0.510392694542291	10	0.0595238095238095	0.000677423142103653	2
UCEC	KIAA1244	17-AAG	0.000578526232433807	0.443219160571157	10	0.0595238095238095	0.00165730750114861	2
UCEC	KIAA2022	17-AAG	0.00012241389963179	0.472465135328675	11	0.0654761904761905	0.000717981429839747	2
UCEC	KIDINS220	17-AAG	0.000351190190338696	0.390134751988183	14	0.0833333333333333	0.00123794694752871	2
UCEC	KIF1A	17-AAG	0.000149982515429909	0.479916339317217	10	0.0595238095238095	0.000820690842858041	2
UCEC	KIF1B	17-AAG	0.00145965842771445	0.382288232017354	11	0.0654761904761905	0.00280969823832781	2
UCEC	KIF21B	17-AAG	0.000975537281677386	0.475858639175448	12	0.0714285714285714	0.0021400755712461	2
UCEC	KIT	17-AAG	9.18175254322686e-05	0.490059065871397	11	0.0654761904761905	0.000677423142103653	2
UCEC	KL	17-AAG	0.00128940763331529	0.413137494470259	10	0.0595238095238095	0.00260254423810421	2
UCEC	L1CAM	17-AAG	0.00311684875807438	0.343774122536378	12	0.0714285714285714	0.00486508123455841	2
UCEC	LATS1	17-AAG	0.000160005325691955	0.441802767911676	12	0.0714285714285714	0.000846984713173718	2
UCEC	LCT	17-AAG	0.000173803177677387	0.448371378967901	12	0.0714285714285714	0.000863695382947831	2
UCEC	LMTK2	17-AAG	0.000663411448050418	0.47802784022271	10	0.0595238095238095	0.00169152552461023	2
UCEC	LOXHD1	17-AAG	0.000355877972595523	0.385390932171851	15	0.0892857142857143	0.00123794694752871	2
UCEC	LPA	17-AAG	0.000269437790944119	0.495011992601339	10	0.0595238095238095	0.00106448587049751	2
UCEC	LPHN2	17-AAG	0.000146520918714367	0.438342900904315	12	0.0714285714285714	0.000820180315102261	2
UCEC	LPHN3	17-AAG	1.84700376953098e-05	0.492823807500046	12	0.0714285714285714	0.000397792879353882	2
UCEC	LRCH2	17-AAG	0.00101581250009535	0.434826953145942	11	0.0654761904761905	0.00218894109533821	2
UCEC	LRRC9	17-AAG	0.000779746094130504	0.373296667031279	16	0.0952380952380952	0.0018203356553383	2
UCEC	LRRK1	17-AAG	0.000659583340362622	0.419645714167659	11	0.0654761904761905	0.00169061624608735	2
UCEC	LRRK2	17-AAG	0.00288093719083647	0.2944095598836	17	0.101190476190476	0.00464207574354723	2
UCEC	LTN1	17-AAG	0.000355695671117054	0.420170464383514	12	0.0714285714285714	0.00123794694752871	2
UCEC	MADD	17-AAG	6.43903842539661e-05	0.560812457521861	10	0.0595238095238095	0.000570147584212391	2
UCEC	MAN2B1	17-AAG	0.00291796529922049	0.405660568392203	10	0.0595238095238095	0.00464395130954372	2
UCEC	MAP3K4	17-AAG	0.000635190177522397	0.424462962945606	10	0.0595238095238095	0.00168456742372214	2
UCEC	MBD1	17-AAG	0.00204484214668919	0.364132880778159	11	0.0654761904761905	0.00356890072133179	2
UCEC	MCF2	17-AAG	9.38092320876385e-06	0.470315733963069	15	0.0892857142857143	0.00030562479410276	2
UCEC	MED13	17-AAG	5.77722768292301e-05	0.483138184504182	12	0.0714285714285714	0.000548236535942216	2
UCEC	MED23	17-AAG	0.00274143380366072	0.35095260310831	13	0.0773809523809524	0.00448012839725762	2
UCEC	MGA	17-AAG	0.000114002271695328	0.399526017331592	16	0.0952380952380952	0.000715783886999005	2
UCEC	MGAM	17-AAG	0.000270437846839098	0.399829146351071	14	0.0833333333333333	0.00106448587049751	2
UCEC	MINK1	17-AAG	0.00311242352517523	0.375155367868066	10	0.0595238095238095	0.00486508123455841	2
UCEC	MIS18BP1	17-AAG	0.000114643004488547	0.467577557285157	11	0.0654761904761905	0.000715783886999005	2
UCEC	MSH4	17-AAG	6.32979422540566e-05	0.526399090644264	12	0.0714285714285714	0.000570147584212391	2
UCEC	MSH6	17-AAG	0.000526459270545412	0.357431536212036	15	0.0892857142857143	0.00153079987385217	2
UCEC	MUC16	17-AAG	0.000366726756395215	0.429721564660176	11	0.0654761904761905	0.00124581161152427	2
UCEC	MXRA5	17-AAG	2.84618218995669e-06	0.479950334361414	17	0.101190476190476	0.000231015121084818	2
UCEC	MYH13	17-AAG	0.000606889517580549	0.388501259474166	15	0.0892857142857143	0.0016680134511573	2
UCEC	MYH14	17-AAG	5.96643458006929e-05	0.385444562726502	18	0.107142857142857	0.000548236535942216	2
UCEC	MYH15	17-AAG	0.00159153753364886	0.34408377953083	13	0.0773809523809524	0.00295831594995036	2
UCEC	MYH3	17-AAG	3.90401889246635e-06	0.495870154071042	14	0.0833333333333333	0.000236317694259871	2
UCEC	MYH4	17-AAG	0.000817572682344881	0.375574432039615	11	0.0654761904761905	0.00186928589813125	2
UCEC	MYH7	17-AAG	0.000653220263224563	0.407930703995597	12	0.0714285714285714	0.00168972769902372	2
UCEC	MYH8	17-AAG	0.000186157019567496	0.41087167419528	13	0.0773809523809524	0.000885638847099837	2
UCEC	MYO1A	17-AAG	0.00065576701255746	0.417906965954161	10	0.0595238095238095	0.00168972769902372	2
UCEC	MYO5C	17-AAG	0.00157523234454992	0.326520895602241	15	0.0892857142857143	0.00295053135306081	2
UCEC	MYO7A	17-AAG	0.00144799772424494	0.345666514244539	17	0.101190476190476	0.00280145909673269	2
UCEC	MYOF	17-AAG	0.0007530345346979	0.374338291688654	12	0.0714285714285714	0.00181224129407548	2
UCEC	MYOM1	17-AAG	0.00147913142117442	0.404875832707796	12	0.0714285714285714	0.00281381641449978	2
UCEC	N4BP2	17-AAG	0.000324944229450488	0.443874566150323	10	0.0595238095238095	0.00118095402792827	2
UCEC	NAA15	17-AAG	0.000236342311874074	0.466852901545097	10	0.0595238095238095	0.00101857261843074	2
UCEC	NIN	17-AAG	0.000266948198081058	0.472928055094545	10	0.0595238095238095	0.00106448587049751	2
UCEC	NIPBL	17-AAG	0.000679925171040846	0.392959073332038	11	0.0654761904761905	0.00171273733789383	2
UCEC	NOS2	17-AAG	0.000595030664114319	0.400400742868291	12	0.0714285714285714	0.0016680134511573	2
UCEC	NOTCH1	17-AAG	0.00151097610748363	0.389414849330227	14	0.0833333333333333	0.00285211381528887	2
UCEC	NPR2	17-AAG	0.000625110311947372	0.390298767544534	11	0.0654761904761905	0.00167268528526577	2
UCEC	NRP2	17-AAG	0.000229206690558533	0.433313474108726	11	0.0654761904761905	0.00100561854326131	2
UCEC	NSD1	17-AAG	1.60588147867092e-07	0.494904501106186	19	0.113095238095238	2.98624973230716e-05	2
UCEC	NUP210L	17-AAG	0.00064684621814382	0.428224357807155	11	0.0654761904761905	0.00168456742372214	2
UCEC	OBSL1	17-AAG	7.03335768949863e-06	0.619510669508696	11	0.0654761904761905	0.000285437099565486	2
UCEC	PBRM1	17-AAG	0.00186121768549059	0.336170205327885	13	0.0773809523809524	0.00333252426014396	2
UCEC	PCDH10	17-AAG	0.00180901776962113	0.408094473993046	10	0.0595238095238095	0.00326293205113145	2
UCEC	PCDH20	17-AAG	0.000108505022051993	0.448984253199259	12	0.0714285714285714	0.000712285674430139	2
UCEC	PCDHA12	17-AAG	0.00097842003901907	0.358516465315916	13	0.0773809523809524	0.0021400755712461	2
UCEC	PCDHA6	17-AAG	0.000672798878442808	0.428811314944049	10	0.0595238095238095	0.00170652632188358	2
UCEC	PCDHA9	17-AAG	0.00277292055350078	0.385715120948608	10	0.0595238095238095	0.00451642912894609	2
UCEC	PCDHB12	17-AAG	0.000131226761545732	0.439654415830271	13	0.0773809523809524	0.000751852151444371	2
UCEC	PCDHGA6	17-AAG	0.000122257371426663	0.488100618479483	10	0.0595238095238095	0.000717981429839747	2
UCEC	PCDHGB6	17-AAG	4.36726745038776e-06	0.593850888758388	11	0.0654761904761905	0.000236317694259871	2
UCEC	PCF11	17-AAG	0.00201171093302283	0.386648048088636	10	0.0595238095238095	0.00352411231792129	2
UCEC	PCNX	17-AAG	0.000789375115053541	0.410529595290862	10	0.0595238095238095	0.00183059848110035	2
UCEC	PCNXL2	17-AAG	0.000267149534560957	0.425667828910983	13	0.0773809523809524	0.00106448587049751	2
UCEC	PDE4DIP	17-AAG	4.56276540036992e-05	0.426410287746901	16	0.0952380952380952	0.000541967499995159	2
UCEC	PDE6C	17-AAG	0.000613143822813378	0.426260081349246	10	0.0595238095238095	0.0016680134511573	2
UCEC	PDS5B	17-AAG	0.000734605230510028	0.426101613627954	11	0.0654761904761905	0.00178876373629192	2
UCEC	PHF3	17-AAG	0.00109942304774805	0.363333401608126	13	0.0773809523809524	0.00228811548826197	2
UCEC	PHKA1	17-AAG	0.00133008794258184	0.412284457176031	10	0.0595238095238095	0.00265472470507113	2
UCEC	PI4KA	17-AAG	0.000136583064866793	0.47891123113062	11	0.0654761904761905	0.000773441309187537	2
UCEC	PIEZO1	17-AAG	0.00103525010364215	0.425118167367117	11	0.0654761904761905	0.00221125789681459	2
UCEC	PIK3CG	17-AAG	0.00116312921318692	0.396545610640811	11	0.0654761904761905	0.00240018613060182	2
UCEC	PIK3R1	17-AAG	0.000262389356416736	0.310239704073108	28	0.166666666666667	0.00106448587049751	2
UCEC	PIWIL1	17-AAG	0.00197908109143742	0.353112845993926	12	0.0714285714285714	0.00348672566556382	2
UCEC	PKD1L1	17-AAG	0.00256465528256541	0.392302598650258	10	0.0595238095238095	0.00426275468467357	2
UCEC	PKHD1L1	17-AAG	0.00147818061173644	0.318286826258726	16	0.0952380952380952	0.00281381641449978	2
UCEC	PKHD1L1	TKI258	4.83597401718363e-06	0.428139605629917	16	0.0952380952380952	0.00235511934636843	2
UCEC	PLXNA1	17-AAG	3.28155171795629e-05	0.464346549591141	12	0.0714285714285714	0.000443921024067976	2
UCEC	PLXNA3	17-AAG	0.000499090747359215	0.409673579625676	12	0.0714285714285714	0.00148807151860104	2
UCEC	PLXNB2	17-AAG	0.000744404445401648	0.389389624015019	13	0.0773809523809524	0.00180360679060001	2
UCEC	PLXNC1	17-AAG	0.000438034662203012	0.41567644998811	11	0.0654761904761905	0.00136745436213376	2
UCEC	POF1B	17-AAG	0.000718126209201732	0.398198284877821	10	0.0595238095238095	0.00177045888208868	2
UCEC	POLD1	17-AAG	0.00196234629385696	0.383242112356962	10	0.0595238095238095	0.00347513689130305	2
UCEC	POLE	17-AAG	5.92469137858577e-05	0.340554215106948	23	0.136904761904762	0.000548236535942216	2
UCEC	POLQ	17-AAG	0.000625110311947372	0.422936732642312	11	0.0654761904761905	0.00167268528526577	2
UCEC	POLR2B	17-AAG	0.00158261451980076	0.400304831442015	10	0.0595238095238095	0.00295300103886195	2
UCEC	PPP1R3A	17-AAG	0.00060061083333346	0.452914374993355	12	0.0714285714285714	0.0016680134511573	2
UCEC	PPP2R1A	17-AAG	8.75165182688363e-05	-0.313818174170294	32	0.19047619047619	0.000677423142103653	1
UCEC	PRR14L	17-AAG	0.00291453289248035	0.326847993836972	12	0.0714285714285714	0.00464395130954372	2
UCEC	PTEN	17-AAG	1.33380582845549e-10	0.445198109991684	67	0.398809523809524	6.49563438457824e-08	2
UCEC	PTEN	AEW541	1.24424076586316e-05	-0.103296917450601	67	0.398809523809524	0.00605945252975359	1
UCEC	PTEN	RAF265	1.68068334648828e-05	-0.135105631353629	67	0.398809523809524	0.00818492789739792	1
UCEC	PTPRB	17-AAG	0.00283039912572803	0.328234660997223	14	0.0833333333333333	0.00458048821771985	2
UCEC	PTPRN	17-AAG	0.00292830408201385	0.387806750584745	10	0.0595238095238095	0.00464522504215226	2
UCEC	PTPRS	17-AAG	0.00059367122932321	0.470664732036243	10	0.0595238095238095	0.0016680134511573	2
UCEC	PTPRZ1	17-AAG	0.00058762971363506	0.435731405383957	10	0.0595238095238095	0.0016680134511573	2
UCEC	PUM2	17-AAG	4.05511705678801e-05	0.542377677526279	10	0.0595238095238095	0.000519695264909411	2
UCEC	PXDN	17-AAG	0.000772654023929773	0.418735810240711	10	0.0595238095238095	0.0018203356553383	2
UCEC	PYGB	17-AAG	3.51272556805023e-05	0.530894414984644	10	0.0595238095238095	0.000462350635578503	2
UCEC	RAD50	17-AAG	0.000190864356819934	0.412809709376809	13	0.0773809523809524	0.000893759055493345	2
UCEC	RAG1	17-AAG	0.00169163026100604	0.389330308643203	11	0.0654761904761905	0.00308548291052413	2
UCEC	RASA1	17-AAG	0.00240689775680725	0.354434585171435	12	0.0714285714285714	0.00405591421302813	2
UCEC	RB1	17-AAG	0.001913955974374	0.365068829481528	12	0.0714285714285714	0.00341427311179538	2
UCEC	RB1CC1	17-AAG	0.00288819086302836	0.363692692872303	10	0.0595238095238095	0.00464207574354723	2
UCEC	REV1	17-AAG	0.00149165029710782	0.400019928871827	10	0.0595238095238095	0.00282659025171793	2
