cancer	drug	p	FC
BRCA-LumA	Temsirolimus	0.332976276604322	1.03584269850826
BRCA-LumA	TGX221	0.883982687018483	0.889618398142774
BRCA-LumA	Thapsigargin	0.0634203697650471	0.672701175682261
BRCA-LumA	THZ.2.102.1	0.890132909666562	0.835249042145594
BRCA-LumA	THZ.2.49	0.0126381949158768	1.81156519487762
BRCA-LumA	Tipifarnib	0.369446851683926	1.48328227977351
BRCA-LumA	Tivozanib	0.205986303664539	1.57009252951862
BRCA-LumA	TL.1.85	0.0908064441347197	1.68568144785847
BRCA-LumA	TL.2.105	0.0646303822359986	1.7448392355587
BRCA-LumA	Tozasertib	0.756257977678272	0.740358222842521
BRCA-LumA	TPCA.1	0.367391290655585	0.957269372693727
BRCA-LumA	Trametinib	0.762490684944947	0.855250331591479
BRCA-LumA	Tretinoin	0.876357253833137	0.887346126579015
BRCA-LumA	Tubastatin.A	0.459104930911708	1.43703029968947
BRCA-LumA	TW.37	9.03150100689374e-05	2.52065922272457
BRCA-LumA	UNC0638	0.865523184920873	0.963750082134174
BRCA-LumA	UNC1215	0.742379300588428	0.82752629825313
BRCA-LumA	Veliparib	0.0411695919372473	1.03584269850826
BRCA-LumA	Vinblastine	0.0853233258413265	1.77968205919595
BRCA-LumA	Vinorelbine	0.539757046907592	0.675238878983221
BRCA-LumA	Vismodegib	0.112343262129827	1.62235905385234
BRCA-LumA	VNLG.124	0.0585417659556631	1.85356274734326
BRCA-LumA	Vorinostat	0.00531965454302832	2.23307460812332
BRCA-LumA	VX.11e	0.238842782387243	0.735106465350368
BRCA-LumA	VX.702	0.0596127878689472	1.32895845660086
BRCA-LumA	Wee1.Inhibitor	0.0656661296068545	1.87394597756798
BRCA-LumA	WH.4.023	0.658642519093038	1.51898787470529
BRCA-LumA	WHI.P97	0.184388545008357	1.1828732584737
BRCA-LumA	WZ.1.84	0.0207153133323027	1.90709600113731
BRCA-LumA	WZ3105	0.238806880772415	0.675238878983221
BRCA-LumA	XAV939	0.42287939535716	1.03034554169381
BRCA-LumA	XMD11.85h	0.443664653302421	0.889050083014975
BRCA-LumA	XMD13.2	0.414926633375287	1.44220474613687
BRCA-LumA	XMD14.99	0.971715104837399	0.880545100688413
BRCA-LumA	XMD15.27	0.0107476657065758	1.96550767523581
BRCA-LumA	XMD8.85	0.954657988799117	0.968476580488126
BRCA-LumA	XMD8.92	0.906051862312304	0.844668355963537
BRCA-LumA	Y.39983	0.268882666056636	1.03217627401838
BRCA-LumA	YK.4.279	0.999405447514721	0.846891344559255
BRCA-LumA	YM201636	0.0133465263971092	1.83860550348474
BRCA-LumA	Z.LLNle.CHO	0.452619508519834	0.882243141041113
BRCA-LumA	ZG.10	0.314578125890809	1.19737002260476
BRCA-LumA	Zibotentan	0.0479711680079766	1.88822630897467
BRCA-LumA	ZM447439	0.021057569662276	2.20452734711456
BRCA-LumA	ZSTK474	0.123794205861127	1.69557674364357
BRCA-LumB	X.5Z..7.Oxozeaenol	0.168158636848452	0.602687569988802
BRCA-LumB	X5.Fluorouracil	0.346526599052965	1.19233776387803
BRCA-LumB	A.443654	0.308206999859299	1.59862778730703
BRCA-LumB	A.770041	0.555000917739946	1.10671432218535
BRCA-LumB	Afatinib	0.17935198127471	1.81472612990123
BRCA-LumB	AICA.Ribonucleotide	0.716236686635925	1.39148239148239
BRCA-LumB	AKT.inhibitor.VIII	0.53936504193499	1.42774566473988
BRCA-LumB	Alectinib	0.284038236451907	1.52744159864903
BRCA-LumB	Amuvatinib	0.124112590880801	1.17059891107078
BRCA-LumB	AR.42	0.111232500224799	1.17709685795897
BRCA-LumB	AS601245	0.371794358343022	1.48077994428969
BRCA-LumB	AS605240	0.80015341122862	1.03056877975445
BRCA-LumB	AT.7519	0.0138757719536491	2.20245795601552
BRCA-LumB	Avagacestat	0.370637154532537	1.36526458616011
BRCA-LumB	Axitinib	0.782655627781151	1.32651963421194
BRCA-LumB	AZ628	0.00818351808703678	0.517603323857424
BRCA-LumB	AZD6482	0.206416928517391	2.33001988071571
BRCA-LumB	AZD7762	0.274818301862128	1.71591908531223
BRCA-LumB	AZD8055	0.353861514610844	1.06828528072838
BRCA-LumB	BAY.61.3606	0.036596855780017	1.68160651920838
BRCA-LumB	Belinostat	0.0664228845721345	1.22870662460568
BRCA-LumB	Bexarotene	0.217084517462104	1.72978535724787
BRCA-LumB	BI.2536	0.478155635483493	1.52999155167558
BRCA-LumB	Bicalutamide	0.385963509476055	1.49958041958042
BRCA-LumB	BIX02189	0.244657462940939	1.50209907640638
BRCA-LumB	Bleomycin	0.776052994768748	1.01547678482277
BRCA-LumB	Bleomycin..50.uM.	0.0770857035539699	0.598657718120805
BRCA-LumB	BMS.345541	0.179764010989738	1.17492862704386
BRCA-LumB	BMS.509744	0.811683305570849	0.948453608247423
BRCA-LumB	BMS.536924	0.99246124189628	1.15981380915438
BRCA-LumB	BMS.754807	0.0175069508983217	0.533831282952548
BRCA-LumB	Bortezomib	0.889905376315344	1.40350396934027
BRCA-LumB	Bosutinib	0.205553963168723	1.89382415576514
BRCA-LumB	Bryostatin.1	0.192886219186903	0.681006864988558
BRCA-LumB	BX.912	0.136609714025368	1.58029612756264
BRCA-LumB	BX795	0.393382414633089	1.31954887218045
BRCA-LumB	Cabozantinib	0.1656238753734	2.00653594771242
BRCA-LumB	CAY10603	0.0628384542093898	1.69253208868145
BRCA-LumB	CCT.018159	0.478301123680232	1.3300134589502
BRCA-LumB	CCT007093	0.824283312583632	0.980697847067557
BRCA-LumB	Cetuximab	0.505352211678995	0.900581959262852
BRCA-LumB	CGP.082996	0.176129442314833	0.63361192681274
BRCA-LumB	CGP.60474	0.223016137843021	1.93435582822086
BRCA-LumB	CHIR.99021	0.257989876286758	0.766331070007024
BRCA-LumB	CI.1040	0.764466484825704	1.12461538461538
BRCA-LumB	Cisplatin	0.733738431706042	1.12355806203538
BRCA-LumB	CMK	0.871769591675231	1.0215
BRCA-LumB	CP466722	0.651256880255509	0.947484662576687
BRCA-LumB	CP724714	0.113423260806664	1.49958041958042
BRCA-LumB	Crizotinib	0.00801139104657663	2.71235795454545
BRCA-LumB	CUDC.101	0.387893188381796	1.15766347893513
BRCA-LumB	CX.5461	0.77374227761769	1.01147132169576
BRCA-LumB	Cyclopamine	0.887285976905381	1.36763508009775
BRCA-LumB	Cytarabine	0.476383931528673	0.960118168389956
BRCA-LumB	Dabrafenib	0.526689571648379	1.38549618320611
BRCA-LumB	Dacinostat	0.381938299635726	1.48828125
BRCA-LumB	Dactolisib	0.0979779526237174	1.8849073792894
BRCA-LumB	Daporinad	0.020762849903425	2.10828834550651
BRCA-LumB	Dasatinib	0.997679877822361	1.22870662460568
BRCA-LumB	DMOG	0.347381098069809	1.34639286679276
BRCA-LumB	Docetaxel	0.957525741146199	0.747903075489282
BRCA-LumB	Doramapimod	0.822402362401159	0.856629105730041
BRCA-LumB	Doxorubicin	0.333894272910673	1.50209907640638
BRCA-LumB	EHT.1864	0.830366025245916	0.794762915782024
BRCA-LumB	Elesclomol	0.0683081288253943	0.585023400936037
BRCA-LumB	Embelin	0.718750841812698	1.06520090978014
BRCA-LumB	Entinostat	0.339071165441911	1.244327176781
BRCA-LumB	Enzastaurin	0.97308948429592	1.03461249059443
BRCA-LumB	Epothilone.B	0.225392995676902	1.22426470588235
BRCA-LumB	Erlotinib	0.692839218312623	0.923414634146342
BRCA-LumB	Etoposide	0.182706108648532	1.72422907488987
BRCA-LumB	Fedratinib	0.172253461437931	1.46089850249584
BRCA-LumB	FH535	0.179913493729839	0.648446359718757
BRCA-LumB	FMK	0.140130622516237	1.61975875933372
BRCA-LumB	Foretinib	0.59372615574971	1.03461249059443
BRCA-LumB	FR.180204	0.184072831617303	1.56081655798129
BRCA-LumB	FTI.277	0.118230278872955	1.90726052471019
BRCA-LumB	Gefitinib	0.443434983765581	1.4387417218543
BRCA-LumB	Gemcitabine	0.0792914453664674	1.81472612990123
BRCA-LumB	Genentech.Cpd.10	0.398365774351607	1.17492862704386
BRCA-LumB	GNF.2	0.494843931912702	0.91672753834916
BRCA-LumB	GSK1070916	0.474116300737768	1.40350396934027
BRCA-LumB	GSK1904529A	0.416491235602935	1.66260869565217
BRCA-LumB	GSK269962A	0.409598321207171	1.28845641162357
BRCA-LumB	GSK319347A	0.256793829110317	1.1967127576311
BRCA-LumB	GSK429286A	0.506314478949656	0.710726643598616
BRCA-LumB	GSK650394	0.0424014957336502	1.87011807447775
BRCA-LumB	GSK690693	0.936327316986455	1.01647940074906
BRCA-LumB	GW.2580	0.349105807672762	1.52362204724409
BRCA-LumB	GW441756	0.0937161296072052	1.90277354465102
BRCA-LumB	GW843682X	0.329346359952862	1.50209907640638
BRCA-LumB	HG.5.113.01	0.946350460149924	1.04882959979864
BRCA-LumB	HG.5.88.01	0.897584438221011	1.23427217688866
BRCA-LumB	HG6.64.1	0.192810032746717	0.637720488466757
BRCA-LumB	I.BET.762	0.410992917085754	1.44119271120928
BRCA-LumB	ICL1100013	0.221711730263501	1.47953216374269
BRCA-LumB	Idelalisib	0.109484567374719	1.39508196721311
BRCA-LumB	Imatinib	0.56856891814122	1.46709247431269
BRCA-LumB	IOX2	0.150825569257555	2.05054945054945
BRCA-LumB	IPA.3	0.0447173873421247	1.46833333333333
BRCA-LumB	Ispinesib.Mesylate	0.36636206103109	1.09000762776506
BRCA-LumB	JNK.Inhibitor.VIII	0.545605033467153	0.909113001215067
BRCA-LumB	JNK.9L	0.235810144631051	1.54022015241321
BRCA-LumB	JQ1	0.328754196651481	1.50840807174888
BRCA-LumB	JQ12	0.429145375187714	1.50083939563514
BRCA-LumB	JW.7.24.1	0.353134667429415	1.0910478128179
BRCA-LumB	JW.7.52.1	0.493531885496292	0.68691267476507
BRCA-LumB	KIN001.236	0.916981500528691	0.966954377311961
BRCA-LumB	KIN001.244	0.27338553554191	1.59731351814804
BRCA-LumB	KIN001.260	0.423376380275075	1.43384785005513
BRCA-LumB	KIN001.266	0.565783516194955	1.13097072419106
BRCA-LumB	KIN001.270	0.610406229191087	1.46337402885683
BRCA-LumB	KU.55933	0.569225941100913	1.52999155167558
BRCA-LumB	Lapatinib	0.777468090098919	0.894915254237288
BRCA-LumB	Lenalidomide	0.301170350007103	1.15015479876161
BRCA-LumB	Lestaurtinib	0.755583677240118	1.34639286679276
BRCA-LumB	LFM.A13	0.362929391329426	0.91863580998782
BRCA-LumB	Linifanib	0.0796115250812521	2.09695817490494
BRCA-LumB	Linsitinib	0.357561405008675	0.657571623465211
BRCA-LumB	Luminespib	0.866303237181455	1.29991980753809
BRCA-LumB	Masitinib	0.369609863836957	1.54022015241321
BRCA-LumB	Methotrexate	0.340868794559904	1.16627816627817
BRCA-LumB	MG.132	0.0758507817267045	0.595440321859633
BRCA-LumB	Midostaurin	0.842682453860978	0.979713013359723
BRCA-LumB	Mitomycin.C	0.370486589083655	0.871480144404332
BRCA-LumB	MK.2206	0.0201346797235491	1.92378328741965
BRCA-LumB	Motesanib	0.787700292096515	1.01047120418848
BRCA-LumB	MPS.1.IN.1	0.640896720956333	1.07446808510638
BRCA-LumB	Navitoclax	0.106653073044331	2.09695817490494
BRCA-LumB	NG.25	0.32203810525502	1.54535179429217
BRCA-LumB	Nilotinib	0.858372906464233	1.01547678482277
BRCA-LumB	NPK76.II.72.1	0.442092705419331	1.47953216374269
BRCA-LumB	NSC.207895	0.646665495180036	1.02854996243426
BRCA-LumB	NSC.87877	0.120631358087042	1.7256169212691
BRCA-LumB	NU7441	0.983807579931414	1.16627816627817
BRCA-LumB	Nutlin.3a....	0.749543728145234	0.958169291338583
BRCA-LumB	NVP.BHG712	0.456508499345098	1.48452746027321
BRCA-LumB	NVP.TAE684	0.652748668233261	1.4658523042754
BRCA-LumB	Obatoclax.Mesylate	0.961984337198914	1.01647940074906
BRCA-LumB	Olaparib	0.118336365018072	1.82773109243697
BRCA-LumB	Omipalisib	0.108346337000946	1.67616279069767
BRCA-LumB	OSI.027	0.0574388761306601	1.67752253562082
BRCA-LumB	OSI.930	0.142784735125332	1.58029612756264
BRCA-LumB	OSU.03012	0.435985860999725	1.6012585812357
BRCA-LumB	PAC.1	0.208381999201297	2.17567567567568
BRCA-LumB	Paclitaxel	0.0651454916095767	2.00186567164179
BRCA-LumB	Palbociclib	0.599329992799061	1.0539314516129
BRCA-LumB	Parthenolide	0.536352513654691	0.757533286615277
BRCA-LumB	Pazopanib	0.499545677167603	0.6768
BRCA-LumB	PD0325901	0.153744171791578	0.743542006050733
BRCA-LumB	PD173074	0.701064935566394	0.879884225759768
BRCA-LumB	Pelitinib	0.910508408707219	1.30798071772898
BRCA-LumB	Pevonedistat	0.269473839905148	1.24097020827841
BRCA-LumB	PF.4708671	0.994796511984483	1.37238379994564
BRCA-LumB	PF.562271	0.0992531256967036	0.59463687150838
BRCA-LumB	PFI.1	0.0871785318633853	2.52024708304736
BRCA-LumB	PFI.3	0.00976896283848306	2.19909502262443
BRCA-LumB	PHA.665752	0.60785064519356	1.23538704581359
BRCA-LumB	PHA.793887	0.475828340985775	1.50967199327166
BRCA-LumB	Phenformin	0.0924647312105366	1.62374245472837
BRCA-LumB	PI.103	0.461331544572803	1.15122580645161
BRCA-LumB	Pictilisib	0.937559057846248	1.02451838879159
BRCA-LumB	PIK.93	0.283155054174557	1.53510008457852
BRCA-LumB	Piperlongumine	0.962871361020599	1.29991980753809
BRCA-LumB	PLX.4720	0.614284974374967	1.28502930207778
BRCA-LumB	Ponatinib	0.308335828492606	1.69116360454943
BRCA-LumB	Pyrimethamine	0.816046407163739	1.3417004048583
BRCA-LumB	QL.VIII.58	0.769996210312265	0.948453608247423
BRCA-LumB	QL.X.138	0.192477351116386	1.635734870317
BRCA-LumB	QL.XI.92	0.0647829233621445	1.55436013590034
BRCA-LumB	QL.XII.47	0.515150947639412	1.05597579425113
BRCA-LumB	QL.XII.61	0.0256322306205616	2.61270062805304
BRCA-LumB	QS11	0.00779972284266112	0.514529167577016
BRCA-LumB	Quizartinib	0.985037383391996	0.985629335976214
BRCA-LumB	Rapamycin	0.35354113879047	1.41074856046065
BRCA-LumB	Refametinib	0.0186971441297649	0.542391543712839
BRCA-LumB	RO.3306	0.652439273952176	1.65855777584709
BRCA-LumB	rTRAIL	0.234945198754721	1.96175200493523
BRCA-LumB	Rucaparib	0.596390337853594	0.894915254237288
BRCA-LumB	Ruxolitinib	0.252935373232558	1.97248840803709
BRCA-LumB	S.Trityl.L.cysteine	0.0293480786041309	0.558062375580624
BRCA-LumB	Salubrinal	0.874250895330138	0.975778546712803
BRCA-LumB	Saracatinib	0.867081145962004	1.37357259380098
BRCA-LumB	SB216763	0.492870896817498	1.35462912831619
BRCA-LumB	SB505124	0.839013549541351	0.995529061102832
BRCA-LumB	SB52334	0.267097296576471	0.63689803300927
BRCA-LumB	SB590885	0.237909215238927	0.844646271510516
BRCA-LumB	Seliciclib	0.214935938326068	1.69116360454943
BRCA-LumB	Selisistat	0.278100208039143	1.17492862704386
BRCA-LumB	Selumetinib	0.0549299942834565	0.571492007104796
BRCA-LumB	Sepantronium.bromide	0.547532723808758	1.08274111675127
BRCA-LumB	Serdemetan	0.666548479885592	1.09208852709234
BRCA-LumB	SGC0946	0.634237101626988	1.1172254927054
BRCA-LumB	Shikonin	0.300436007959387	0.787614786908406
BRCA-LumB	SL0101	0.0314335734958648	2.32825438887049
BRCA-LumB	SN.38	0.177338763762542	0.825445897740785
BRCA-LumB	SNX.2112	0.697992001974869	0.71758724289346
BRCA-LumB	Sorafenib	0.66082289724903	0.740060451057894
BRCA-LumB	STF.62247	0.0528794210803838	1.92529087568892
BRCA-LumB	Sunitinib	0.218040372650989	1.73256840247132
BRCA-LumB	T0901317	0.531030562267283	1.1172254927054
BRCA-LumB	TAK.715	0.780309553720754	1.01647940074906
BRCA-LumB	Talazoparib	0.278959174018473	0.858479251619093
BRCA-LumB	Tamoxifen	0.953202555893787	0.986617100371747
BRCA-LumB	Tanespimycin	0.864477670869251	1.17059891107078
BRCA-LumB	Temozolomide	0.10307870207439	2.40161182001343
BRCA-LumB	Temsirolimus	0.890880432627407	1.03461249059443
BRCA-LumB	TGX221	0.516549483597754	0.921501706484642
BRCA-LumB	Thapsigargin	0.648111427145537	0.721027064538515
BRCA-LumB	THZ.2.102.1	0.313361055387967	1.11827956989247
BRCA-LumB	THZ.2.49	0.0398777997193217	1.80322484323679
BRCA-LumB	Tipifarnib	0.638783146906989	1.02049487628093
BRCA-LumB	Tivozanib	0.917327060895026	1.02049487628093
BRCA-LumB	TL.1.85	0.202703250058364	1.537658674189
BRCA-LumB	TL.2.105	0.905677622057816	1.01647940074906
BRCA-LumB	Tozasertib	0.577884650610772	0.693685419058554
BRCA-LumB	TPCA.1	0.166461554748313	1.62374245472837
BRCA-LumB	Trametinib	0.0448469136235372	0.565159574468085
BRCA-LumB	Tretinoin	0.941379136758015	1.14801444043321
BRCA-LumB	Tubastatin.A	0.823081601566616	0.975778546712803
BRCA-LumB	TW.37	0.0548892723962913	2.60487804878049
BRCA-LumB	UNC0638	0.23961015507588	1.49204132923764
BRCA-LumB	UNC1215	0.180105641664022	1.68296943231441
BRCA-LumB	Veliparib	0.423248494143625	1.50967199327166
BRCA-LumB	Vinblastine	0.10784992858721	1.76904832493329
BRCA-LumB	Vinorelbine	0.0359932113842745	0.554917127071823
BRCA-LumB	Vismodegib	0.973228244308924	0.994536876086417
BRCA-LumB	VNLG.124	0.016945940134838	2.73680456490728
BRCA-LumB	Vorinostat	0.275689858375069	1.57378447540517
BRCA-LumB	VX.11e	0.131299323349876	0.630331753554502
BRCA-LumB	VX.702	0.147735426195424	2.03789539617914
BRCA-LumB	Wee1.Inhibitor	0.52572166495168	0.911964980544747
BRCA-LumB	WH.4.023	0.371477218703906	0.849246231155779
BRCA-LumB	WHI.P97	0.00859513489832702	0.515297202797203
BRCA-LumB	WZ.1.84	0.05202159173262	2.46028513238289
BRCA-LumB	WZ3105	0.728997502053746	1.06212121212121
BRCA-LumB	XAV939	0.133224541990162	2.38894472361809
BRCA-LumB	XMD11.85h	0.2813799964885	2.26891582050442
BRCA-LumB	XMD13.2	0.309151457553377	1.537658674189
BRCA-LumB	XMD14.99	0.701984122192236	1.21761929732564
BRCA-LumB	XMD15.27	0.0927066847954915	2.30891089108911
BRCA-LumB	XMD8.85	0.289892127928839	0.775170147852617
BRCA-LumB	XMD8.92	0.483398448303984	1.64242424242424
BRCA-LumB	Y.39983	0.623546862094407	1.43507030603805
BRCA-LumB	YK.4.279	0.681255319431295	0.795658329400661
BRCA-LumB	YM201636	0.531049401175828	1.48702928870293
BRCA-LumB	Z.LLNle.CHO	0.112471452152735	1.86717095310136
BRCA-LumB	ZG.10	0.174847582832597	2.05531112507857
BRCA-LumB	Zibotentan	0.00500228929770579	2.8966275659824
BRCA-LumB	ZM447439	0.486775535628857	1.09625668449198
BRCA-LumB	ZSTK474	0.431170756074279	1.52616769836804
CESC	X.5Z..7.Oxozeaenol	0.849919497553602	0.856928310121302
CESC	X5.Fluorouracil	0.000411071724101266	1.24938481120068
CESC	A.443654	0.139854175837545	0.92915146522302
CESC	A.770041	0.128363104033034	0.860694599699341
CESC	Afatinib	0.480572354707319	0.944522481128979
CESC	AICA.Ribonucleotide	0.000301460662813402	1.27678380801913
CESC	AKT.inhibitor.VIII	0.0290207427504331	2.35890850722311
CESC	Alectinib	0.00122473436002	1.07118758891674
CESC	Amuvatinib	0.000688141961283449	3.55355623895832
CESC	AR.42	0.00876499094258161	2.91589061054124
CESC	AS601245	0.033150711129574	1.03434525168168
CESC	AS605240	0.00495474695361687	3.12812041116006
CESC	AT.7519	0.00069429637085144	1.24566212626462
CESC	Avagacestat	0.000260158437464906	1.11062013488926
CESC	Axitinib	0.0625982279239915	0.965187785373063
CESC	AZ628	0.0259366285856954	0.647104518916819
CESC	AZD6482	0.123931658565788	1.01665619527584
CESC	AZD7762	0.00482460810374343	1.12552002526327
CESC	AZD8055	0.000774769686976651	1.2567291890973
CESC	BAY.61.3606	0.00182304015014733	1.40074401710654
CESC	Belinostat	0.000454814578091672	1.51060571943256
CESC	Bexarotene	0.000995141904130565	1.48468656716418
CESC	BI.2536	0.0222841264561487	1.20890881075781
CESC	Bicalutamide	0.0236817586355773	1.15162694300518
CESC	BIX02189	0.000264095624564384	1.34644370832188
CESC	Bleomycin	0.167700130951441	2.1264928683546
CESC	Bleomycin..50.uM.	0.37341196551168	0.622132481465855
CESC	BMS.345541	5.75048068851852e-06	1.67612867080629
CESC	BMS.509744	0.0629109722334622	0.640255869739042
CESC	BMS.536924	0.426409881572917	0.59926690783642
CESC	BMS.754807	0.0549405463935759	0.660433442567033
CESC	Bortezomib	0.783991136764091	0.812492862852575
CESC	Bosutinib	0.000439652121834327	1.2058453010834
CESC	Bryostatin.1	0.00792133387158434	1.14710022911088
CESC	BX.912	0.0154087770337862	1.14127019130051
CESC	BX795	0.0874934274850227	0.579031374324035
CESC	Cabozantinib	0.0059252741369132	1.12591656825859
CESC	CAY10603	0.0709914969035429	2.94268422926308
CESC	CCT.018159	0.00178745740742247	1.09878867245048
CESC	CCT007093	0.0025396157086778	1.32654177885931
CESC	Cetuximab	0.84259648311129	0.673276283618582
CESC	CGP.082996	0.283915051972798	0.817918450845605
CESC	CGP.60474	0.0406456221477683	0.916858941769974
CESC	CHIR.99021	0.302483162165708	0.631764065993836
CESC	CI.1040	0.00218167650934783	1.51881372755437
CESC	Cisplatin	0.000575547323428371	1.21717894736842
CESC	CMK	0.896981508566223	0.917778212399765
CESC	CP466722	0.00438228190279964	3.139013178057
CESC	CP724714	0.00164428923477304	3.69579944289694
CESC	Crizotinib	0.696522364493864	0.823213558631922
CESC	CUDC.101	0.00615728781647446	1.1159130446694
CESC	CX.5461	0.150057397769226	0.965920489942453
CESC	Cyclopamine	0.133672452039838	1.12687991869137
CESC	Cytarabine	0.128679031767826	0.68097122346225
CESC	Dabrafenib	0.0286064494128589	1.2083782686032
CESC	Dacinostat	0.000711557603197177	1.24254490003389
CESC	Dactolisib	0.00526676549455923	1.19738496354036
CESC	Daporinad	0.000104204353962492	1.16809776803673
CESC	Dasatinib	0.651135114794535	0.67417461482025
CESC	DMOG	0.254721495183642	1.01172245290324
CESC	Docetaxel	0.302025316894632	0.873385412638255
CESC	Doramapimod	0.867816952231139	0.72127066691436
CESC	Doxorubicin	0.0886865918447984	1.01859009509034
CESC	EHT.1864	0.00737477480068495	2.93118831425188
CESC	Elesclomol	0.213325215201331	0.696776574803149
CESC	Embelin	0.0337150204729526	1.04210611278519
CESC	Entinostat	0.649757005196986	1.02817958789699
CESC	Enzastaurin	0.532727011115855	2.34546618989166
CESC	Epothilone.B	0.340906066196012	0.913950762016413
CESC	Erlotinib	0.00472090110827534	1.17510560249
CESC	Etoposide	0.0442370971224706	0.927456670065093
CESC	Fedratinib	0.00540798442448175	1.28397895607294
CESC	FH535	0.134657082214235	2.08820889709244
CESC	FMK	2.44199374435055e-05	1.52092141492259
CESC	Foretinib	0.143712912340791	0.984960611124373
CESC	FR.180204	0.530492872883376	0.881390962874932
CESC	FTI.277	0.139391796983472	0.852131996615471
CESC	Gefitinib	0.069353262852556	1.02699189171078
CESC	Gemcitabine	0.00610235724422765	1.19761951328546
CESC	Genentech.Cpd.10	0.00116776190350971	1.45120289168049
CESC	GNF.2	0.000665202481613299	1.42530817832369
CESC	GSK1070916	0.000162442534501669	3.18170222395951
CESC	GSK1904529A	0.00408519034582292	1.24662219458421
CESC	GSK269962A	0.464319319216805	0.80346835443038
CESC	GSK319347A	0.0482944400172853	2.56134668418812
CESC	GSK429286A	0.101516162052623	1.05601976215224
CESC	GSK650394	0.0494050128419045	2.34100039105549
CESC	GSK690693	0.156602371005922	2.29264426125555
CESC	GW.2580	0.00324987647086732	1.18440842245989
CESC	GW441756	0.0137773913300117	1.05738900291671
CESC	GW843682X	0.137890354935158	0.833994717433745
CESC	HG.5.113.01	0.459122491028479	0.860000256927405
CESC	HG.5.88.01	0.0680553190566959	0.603583507231777
CESC	HG6.64.1	0.473275603944602	0.945765649827317
CESC	I.BET.762	0.243123865881573	1.2435035589199
CESC	ICL1100013	0.00176397234685644	1.09834142615527
CESC	Idelalisib	0.0111384506886097	3.35950728073146
CESC	Imatinib	0.108183481938208	1.09962752241005
CESC	IOX2	0.12763702981346	1.05006065507481
CESC	IPA.3	0.000175454126871757	1.11636413452976
CESC	Ispinesib.Mesylate	0.0470224719479466	1.0872475005101
CESC	JNK.Inhibitor.VIII	0.31746340051951	0.89300752756436
CESC	JNK.9L	0.00301415595924301	1.30071851830647
CESC	JQ1	0.0135996447220447	1.01150821729437
CESC	JQ12	0.0133770961987627	1.0518629394393
CESC	JW.7.24.1	3.50966452540916e-05	1.52282682321066
CESC	JW.7.52.1	0.283645414342903	0.831696804305134
CESC	KIN001.236	0.00548636654959316	2.46614517009278
CESC	KIN001.244	0.0013968479985729	2.84978097926604
CESC	KIN001.260	0.00199742107118795	1.27666206464652
CESC	KIN001.266	5.50371123940374e-06	1.41386705839148
CESC	KIN001.270	0.000200447717124836	1.31486135244195
CESC	KU.55933	0.000504712629865653	1.05465144522711
CESC	Lapatinib	0.460774729383112	0.770062735257215
CESC	Lenalidomide	2.04988622300827e-05	1.29751995194371
CESC	Lestaurtinib	0.127490853073121	1.08652486127734
CESC	LFM.A13	0.816512277525996	0.879586830213041
CESC	Linifanib	0.0156391340280728	1.10007504946442
CESC	Linsitinib	0.0383273850780595	0.672827282728273
CESC	Luminespib	0.0167647690828448	1.03678426525513
CESC	Masitinib	0.000179419264835393	1.53019132479986
CESC	Methotrexate	0.0132852753008907	0.894218432068845
CESC	MG.132	0.0211552176706141	1.05197222034927
CESC	Midostaurin	0.72636700002868	0.944263586243109
CESC	Mitomycin.C	0.0186798840240394	0.984485022079007
CESC	MK.2206	0.81300259160963	2.16056676685273
CESC	Motesanib	0.0584983948566971	1.15691103025608
CESC	MPS.1.IN.1	0.0253158018247015	0.980262547853386
CESC	Navitoclax	0.00414453772044187	1.30053385621663
CESC	NG.25	2.0861076516208e-06	4.00307649279821
CESC	Nilotinib	0.0137137121277989	1.10136223417324
CESC	NPK76.II.72.1	0.00187698393863086	3.02986092994321
CESC	NSC.207895	0.000753687973654263	1.33728365835703
CESC	NSC.87877	0.000986916166747	1.29058559780669
CESC	NU7441	0.0615867911047649	0.89982867822656
CESC	Nutlin.3a....	0.452310460616583	0.740868006274744
CESC	NVP.BHG712	1.44728461584366e-06	1.53155775408328
CESC	NVP.TAE684	0.815114521946136	0.981000834691363
CESC	Obatoclax.Mesylate	0.176125393972126	0.906673774264429
CESC	Olaparib	0.00163347928626011	1.18825792422849
CESC	Omipalisib	0.0748009678185629	1.09493437998283
CESC	OSI.027	9.12817356544372e-05	1.41568327773451
CESC	OSI.930	0.00135654975487882	1.25136890360372
CESC	OSU.03012	0.00457138591500997	1.08308194048104
CESC	PAC.1	0.00301046753560546	1.56557215139866
CESC	Paclitaxel	0.151497410394447	0.991577772759276
CESC	Palbociclib	0.379142550250631	0.753954174058619
CESC	Parthenolide	0.878753551202245	2.15216049382716
CESC	Pazopanib	0.174893419166776	0.723668719715465
CESC	PD0325901	0.71866407514259	0.798900056893609
CESC	PD173074	0.085543888791779	1.26773286367639
CESC	Pelitinib	0.658114263872392	1.08508034913125
CESC	Pevonedistat	0.0171269429088393	0.997046851304972
CESC	PF.4708671	0.00114441744112883	1.44041496719276
CESC	PF.562271	0.332597715391363	0.850848413390065
CESC	PFI.1	0.0499733486040131	1.08302645703958
CESC	PFI.3	1.26797978201549e-05	1.27210168623994
CESC	PHA.665752	0.594679758106427	1.05974626079202
CESC	PHA.793887	0.000472143812537022	1.29328303827854
CESC	Phenformin	0.012300106843963	2.48580504993336
